region,pop_2015,pop_2030,lpv_own_2015,lpv_own_2030,lpv_r80_2030,lps_own_2015,lps_own_2030,lps_r80_2030
EAS,134.14391,136.37344,34.274719,20.903164,12.134955,14.688119,9.8103905,8.208807
ECS,27.160547,31.461432,15.530366,9.1540089,6.6228199,1.3475397,.99113834,1.0335548
LCN,52.871521,49.235485,52.176891,46.927357,35.041065,8.8129501,7.9514947,8.5579081
MEA,34.744137,43.408482,59.508228,38.675037,19.135956,6.6051073,5.7776308,4.1203756
SAS,181.39836,170.12996,59.465698,52.12624,38.358009,34.460472,30.519796,32.370464
SSF,124.22601,175.41988,85.889442,74.456413,52.530293,34.085812,44.949551,45.708889
_Overall,554.54449,606.02869,56.447186,47.947105,33.265553,100,100,100
