region,pop_2015,pop_2030,lpv_own_2015,lpv_own_2030,lpv_r80_2030,lps_own_2015,lps_own_2030,lps_r80_2030
EAS,134.14391,136.37344,34.274719,19.855854,10.459158,14.688119,9.4397697,7.3914824
ECS,27.160547,31.461432,15.530366,7.4782915,1.5774897,1.3475397,.82020772,.25718763
LCN,52.871521,49.235485,52.176891,46.927357,25.238653,8.8129501,8.0546618,6.4394598
MEA,34.744137,43.408482,59.508228,38.664345,25.090088,6.6051073,5.850975,5.6439328
SAS,181.39836,170.12996,59.465698,45.528683,27.720106,34.460472,27.002806,24.438848
SSF,124.22601,175.41988,85.889442,79.850746,61.415318,34.085812,48.831581,55.82909
_Overall,554.54449,606.02869,56.447186,47.332977,31.842106,100,100,100
