region,pop_2015,pop_2030,lpv_own_2015,lpv_own_2030,lpv_r80_2030,lps_own_2015,lps_own_2030,lps_r80_2030
EAS,137.56807,138.2959,34.723274,18.524252,10.286269,15.375333,8.8105631,7.2374649
ECS,27.007072,31.968,10.678574,2.8165102,1.1538861,.9282757,.30965668,.18767123
LCN,53.264385,50.470798,52.139271,47.162888,27.514614,8.938983,8.1864233,7.0651746
MEA,32.533279,43.752998,63.566669,52.080296,31.731676,6.6564631,7.836731,7.0635028
SAS,174.64784,167.20898,60.286392,48.013306,28.127937,33.889778,27.61054,23.928572
SSF,123.15903,171.0119,86.300911,80.331497,62.660122,34.211166,47.246086,54.517612
_Overall,548.17969,602.70862,56.674911,48.243519,32.611694,100,100,100
