region,pop_2015,pop_2030,lpv_own_2015,lpv_own_2030,lpv_r80_2030,lps_own_2015,lps_own_2030,lps_r80_2030
EAS,137.06055,138.3389,34.419067,23.275112,12.785893,15.336292,11.345758,9.3118038
ECS,27.008938,31.965,11.036852,4.4699368,1.6270236,.96908432,.50346994,.27379593
LCN,53.264385,50.476799,50.629894,42.663475,23.432722,8.7670355,7.5883169,6.2269154
MEA,32.533279,43.752998,63.566669,55.747925,36.446159,6.7230468,8.5947647,8.394948
SAS,174.64784,167.207,59.594543,49.81123,33.312218,33.835964,29.348043,29.323544
SSF,123.15903,171.0119,85.839355,70.727135,51.615303,34.368576,42.619644,46.46899
_Overall,547.67401,602.75262,56.165421,47.082928,31.513924,100,100,100
