region,pop_2015,pop_2030,lpv_own_2015,lpv_own_2030,lpv_r80_2030,lps_own_2015,lps_own_2030,lps_r80_2030
EAS,134.14391,136.37344,33.949406,25.446335,13.514251,14.514121,11.538493,9.4743099
ECS,27.275612,31.471869,9.0356674,5.6991091,1.8373988,.7854569,.59638065,.29727048
LCN,52.871521,49.235485,52.476768,47.465626,35.088955,8.8425293,7.7705445,8.881258
MEA,34.744137,43.408482,64.900635,50.830151,21.115307,7.1865106,7.3365188,4.7119193
SAS,181.39836,170.12996,59.342003,51.528255,34.740395,34.307037,29.148773,30.383749
SSF,124.22601,175.41826,86.797646,74.767036,51.289108,34.364346,43.609287,46.251495
_Overall,554.65955,606.03748,56.569962,49.625679,32.097755,100,100,100
