region,pop_2015,pop_2030,lpv_own_2015,lpv_own_2030,lpv_r80_2030,lps_own_2015,lps_own_2030,lps_r80_2030
EAS,137.06055,137.82791,21.1647,30.959518,10.812236,10.048742,11.761988,6.1261954
ECS,27.044895,31.761,13.286224,13.991708,8.0781364,1.2447268,1.2249385,1.0547354
LCN,53.347,50.581799,50.779083,61.887016,54.060841,9.3838701,8.6286564,11.241267
MEA,32.533279,43.752998,63.299294,59.275497,27.044596,7.1336837,7.1487875,4.8643689
SAS,174.64784,167.18701,58.205475,64.076546,48.391869,35.213905,29.52915,33.2593
SSF,123.15903,171.0136,86.667374,88.475601,61.810497,36.975071,41.706478,43.454132
_Overall,547.7926,602.12433,52.698311,60.25103,40.399467,100,100,100
