region,pop_2015,pop_2030,lpv_own_2015,lpv_own_2030,lpv_r80_2030,lps_own_2015,lps_own_2030,lps_r80_2030
EAS,137.06055,138.3389,34.419067,18.418762,12.012994,15.336292,9.0787201,8.3457403
ECS,27.008938,31.965,11.036852,3.4879673,1.5124531,.96908432,.39725283,.24278729
LCN,53.264385,50.476799,50.629894,39.976063,21.462891,8.7670355,7.1897159,5.4406319
MEA,32.533279,43.752998,63.566669,54.719444,39.744568,6.7230468,8.5304003,8.7328281
SAS,174.64784,167.207,59.594543,51.367908,30.160978,33.835964,30.603159,25.326153
SSF,123.15903,171.0119,85.839355,72.540985,60.446468,34.368576,44.200752,51.911861
_Overall,547.67401,602.75262,56.165421,46.563007,33.036316,100,100,100
