region,pop_2015,pop_2030,lpv_own_2015,lpv_own_2030,lpv_r80_2030,lps_own_2015,lps_own_2030,lps_r80_2030
EAS,134.14391,136.37344,34.274719,22.860327,17.4655,14.688119,10.534667,11.256811
ECS,27.160547,31.461432,15.530366,7.9520769,5.8793597,1.3475397,.84541053,.87420464
LCN,52.871521,49.235485,52.176891,46.927341,25.260704,8.8129501,7.8075137,5.8779821
MEA,34.744137,43.408482,59.508228,38.906403,30.192436,6.6051073,5.7069526,6.1940875
SAS,181.39836,170.12996,59.465698,51.54974,29.872826,34.460472,29.635744,24.019373
SSF,124.22601,175.41988,85.889442,76.70697,62.453682,34.085812,45.469711,51.777542
_Overall,554.54449,606.02869,56.447186,48.831295,34.914211,100,100,100
