region,pop_2015,pop_2030,lpv_own_2015,lpv_own_2030,lpv_r80_2030,lps_own_2015,lps_own_2030,lps_r80_2030
EAS,137.06055,138.3389,34.419067,18.382435,10.756612,15.336292,9.0298023,7.963047
ECS,27.008938,31.965,11.036852,3.44592,1.6270236,.96908432,.39112073,.27830949
LCN,53.264385,50.476799,50.629894,40.153645,23.208952,8.7670355,7.1969366,6.2691231
MEA,32.533279,43.752998,63.566669,56.771763,36.446159,6.7230468,8.8200521,8.5333405
SAS,174.64784,167.207,59.594543,51.358913,33.312218,33.835964,30.493074,29.806948
SSF,123.15903,171.0119,85.839355,72.573166,51.521538,34.368576,44.069012,47.149231
_Overall,547.67401,602.75262,56.165421,46.722919,31.002836,100,100,100
