region,pop_2015,pop_2030,lpv_own_2015,lpv_own_2030,lpv_r80_2030,lps_own_2015,lps_own_2030,lps_r80_2030
EAS,137.56807,138.2959,34.723274,20.664274,11.740611,15.375333,9.6398888,7.9275002
ECS,27.007072,31.968,10.678574,2.9686458,1.7007852,.9282757,.32012266,.2654613
LCN,53.264385,50.470798,52.139271,47.162888,35.078094,8.938983,8.0294008,8.6439533
MEA,32.533279,43.752998,63.566669,56.771763,36.446159,6.6564631,8.3788185,7.7856679
SAS,174.64784,167.20898,60.286392,54.270687,38.386921,33.889778,30.610296,31.33857
SSF,123.15903,171.0119,86.300911,74.578972,52.744034,34.211166,43.021473,44.038849
_Overall,548.17969,602.70862,56.674911,49.18697,33.982582,100,100,100
