countrycode,year,uis_ceage_1,se_prm_durs
QAT,1995,,6
QAT,1996,,6
QAT,1997,,6
QAT,1998,,6
QAT,1999,,6
QAT,2000,,6
QAT,2001,6,6
QAT,2002,6,6
QAT,2003,6,6
QAT,2004,6,6
QAT,2005,6,6
QAT,2006,6,6
QAT,2007,6,6
QAT,2008,6,6
QAT,2009,6,6
QAT,2010,6,6
QAT,2011,6,6
QAT,2012,6,6
QAT,2013,6,6
QAT,2014,6,6
QAT,2015,6,6
QAT,2016,6,6
QAT,2017,6,6
QAT,2018,6,6
QAT,2019,6,6
QAT,2020,,6
QAT,2021,,6
QAT,2022,,6
QAT,2023,,
QAT,2024,,
QAT,2025,,
QAT,2026,,
QAT,2027,,
QAT,2028,,
QAT,2029,,
QAT,2030,,
QAT,2031,,
QAT,2032,,
QAT,2033,,
QAT,2034,,
QAT,2035,,
QAT,2036,,
QAT,2037,,
QAT,2038,,
QAT,2039,,
QAT,2040,,
QAT,2041,,
QAT,2042,,
QAT,2043,,
QAT,2044,,
QAT,2045,,
QAT,2046,,
QAT,2047,,
QAT,2048,,
QAT,2049,,
QAT,2050,,
QAT,2055,,
QAT,2060,,
QAT,2065,,
QAT,2070,,
QAT,2075,,
QAT,2080,,
QAT,2085,,
QAT,2090,,
QAT,2095,,
QAT,2100,,
ROU,1990,,4
ROU,1991,,4
ROU,1992,,4
ROU,1993,,4
ROU,1994,,4
ROU,1995,,4
ROU,1996,,4
ROU,1997,,4
ROU,1998,,4
ROU,1999,7,4
ROU,2000,7,4
ROU,2001,7,4
ROU,2002,7,4
ROU,2003,7,4
ROU,2004,7,4
ROU,2005,7,4
ROU,2006,7,4
ROU,2007,7,4
ROU,2008,7,4
ROU,2009,7,4
ROU,2010,7,4
ROU,2011,7,4
ROU,2012,7,4
ROU,2013,7,5
ROU,2014,7,5
ROU,2015,7,5
ROU,2016,7,5
ROU,2017,7,5
ROU,2018,7,5
ROU,2019,7,5
ROU,2020,7,5
ROU,2021,,5
ROU,2022,,5
ROU,2023,,
ROU,2024,,
ROU,2025,,
ROU,2026,,
ROU,2027,,
ROU,2028,,
ROU,2029,,
ROU,2030,,
ROU,2031,,
ROU,2032,,
ROU,2033,,
ROU,2034,,
ROU,2035,,
ROU,2036,,
ROU,2037,,
ROU,2038,,
ROU,2039,,
ROU,2040,,
ROU,2041,,
ROU,2042,,
ROU,2043,,
ROU,2044,,
ROU,2045,,
ROU,2046,,
ROU,2047,,
ROU,2048,,
ROU,2049,,
ROU,2050,,
ROU,2055,,
ROU,2060,,
ROU,2065,,
ROU,2070,,
ROU,2075,,
ROU,2080,,
ROU,2085,,
ROU,2090,,
ROU,2095,,
ROU,2100,,
RUS,1990,,3
RUS,1991,,3
RUS,1992,,3
RUS,1993,,3
RUS,1994,,3
RUS,1995,,3
RUS,1996,,3
RUS,1997,,3
RUS,1998,7,3
RUS,1999,7,3
RUS,2000,7,3
RUS,2001,7,3
RUS,2002,7,3
RUS,2003,7,3
RUS,2004,7,4
RUS,2005,7,4
RUS,2006,7,4
RUS,2007,7,4
RUS,2008,7,4
RUS,2009,7,4
RUS,2010,7,4
RUS,2011,7,4
RUS,2012,7,4
RUS,2013,7,4
RUS,2014,7,4
RUS,2015,7,4
RUS,2016,7,4
RUS,2017,7,4
RUS,2018,7,4
RUS,2019,7,4
RUS,2020,7,4
RUS,2021,,4
RUS,2022,,4
RUS,2023,,
RUS,2024,,
RUS,2025,,
RUS,2026,,
RUS,2027,,
RUS,2028,,
RUS,2029,,
RUS,2030,,
RUS,2031,,
RUS,2032,,
RUS,2033,,
RUS,2034,,
RUS,2035,,
RUS,2036,,
RUS,2037,,
RUS,2038,,
RUS,2039,,
RUS,2040,,
RUS,2041,,
RUS,2042,,
RUS,2043,,
RUS,2044,,
RUS,2045,,
RUS,2046,,
RUS,2047,,
RUS,2048,,
RUS,2049,,
RUS,2050,,
RUS,2055,,
RUS,2060,,
RUS,2065,,
RUS,2070,,
RUS,2075,,
RUS,2080,,
RUS,2085,,
RUS,2090,,
RUS,2095,,
RUS,2100,,
RWA,1990,,6
RWA,1991,,6
RWA,1992,,6
RWA,1993,,6
RWA,1994,,6
RWA,1995,,6
RWA,1996,,6
RWA,1997,,6
RWA,1998,7,6
RWA,1999,7,6
RWA,2000,7,6
RWA,2001,7,6
RWA,2002,7,6
RWA,2003,7,6
RWA,2004,7,6
RWA,2005,7,6
RWA,2006,7,6
RWA,2007,7,6
RWA,2008,7,6
RWA,2009,7,6
RWA,2010,7,6
RWA,2011,7,6
RWA,2012,7,6
RWA,2013,7,6
RWA,2014,7,6
RWA,2015,7,6
RWA,2016,7,6
RWA,2017,7,6
RWA,2018,7,6
RWA,2019,7,6
RWA,2020,,6
RWA,2021,,6
RWA,2022,,6
RWA,2023,,
RWA,2024,,
RWA,2025,,
RWA,2026,,
RWA,2027,,
RWA,2028,,
RWA,2029,,
RWA,2030,,
RWA,2031,,
RWA,2032,,
RWA,2033,,
RWA,2034,,
RWA,2035,,
RWA,2036,,
RWA,2037,,
RWA,2038,,
RWA,2039,,
RWA,2040,,
RWA,2041,,
RWA,2042,,
RWA,2043,,
RWA,2044,,
RWA,2045,,
RWA,2046,,
RWA,2047,,
RWA,2048,,
RWA,2049,,
RWA,2050,,
RWA,2055,,
RWA,2060,,
RWA,2065,,
RWA,2070,,
RWA,2075,,
RWA,2080,,
RWA,2085,,
RWA,2090,,
RWA,2095,,
RWA,2100,,
SAU,1990,,6
SAU,1991,,6
SAU,1992,,6
SAU,1993,,6
SAU,1994,,6
SAU,1995,,6
SAU,1996,,6
SAU,1997,,6
SAU,1998,,6
SAU,1999,,6
SAU,2000,,6
SAU,2001,,6
SAU,2002,,6
SAU,2003,,6
SAU,2004,6,6
SAU,2005,6,6
SAU,2006,6,6
SAU,2007,6,6
SAU,2008,6,6
SAU,2009,6,6
SAU,2010,6,6
SAU,2011,6,6
SAU,2012,6,6
SAU,2013,6,6
SAU,2014,6,6
SAU,2015,6,6
SAU,2016,6,6
SAU,2017,6,6
SAU,2018,6,6
SAU,2019,6,6
SAU,2020,,6
SAU,2021,,6
SAU,2022,,6
SAU,2023,,
SAU,2024,,
SAU,2025,,
SAU,2026,,
SAU,2027,,
SAU,2028,,
SAU,2029,,
SAU,2030,,
SAU,2031,,
SAU,2032,,
SAU,2033,,
SAU,2034,,
SAU,2035,,
SAU,2036,,
SAU,2037,,
SAU,2038,,
SAU,2039,,
SAU,2040,,
SAU,2041,,
SAU,2042,,
SAU,2043,,
SAU,2044,,
SAU,2045,,
SAU,2046,,
SAU,2047,,
SAU,2048,,
SAU,2049,,
SAU,2050,,
SAU,2055,,
SAU,2060,,
SAU,2065,,
SAU,2070,,
SAU,2075,,
SAU,2080,,
SAU,2085,,
SAU,2090,,
SAU,2095,,
SAU,2100,,
SDN,1990,,
SDN,1991,,
SDN,1992,,
SDN,1993,,
SDN,1994,,
SDN,1995,,
SDN,1996,,
SDN,1997,,
SDN,1998,,6
SDN,1999,,6
SDN,2000,,6
SDN,2001,,6
SDN,2002,,6
SDN,2003,,6
SDN,2004,,6
SDN,2005,6,6
SDN,2006,6,6
SDN,2007,6,6
SDN,2008,6,6
SDN,2009,6,6
SDN,2010,6,6
SDN,2011,6,6
SDN,2012,6,6
SDN,2013,6,6
SDN,2014,6,6
SDN,2015,6,6
SDN,2016,6,6
SDN,2017,6,6
SDN,2018,6,6
SDN,2019,6,6
SDN,2020,,6
SDN,2021,,6
SDN,2022,,6
SDN,2023,,
SDN,2024,,
SDN,2025,,
SDN,2026,,
SDN,2027,,
SDN,2028,,
SDN,2029,,
SDN,2030,,
SDN,2031,,
SDN,2032,,
SDN,2033,,
SDN,2034,,
SDN,2035,,
SDN,2036,,
SDN,2037,,
SDN,2038,,
SDN,2039,,
SDN,2040,,
SDN,2041,,
SDN,2042,,
SDN,2043,,
SDN,2044,,
SDN,2045,,
SDN,2046,,
SDN,2047,,
SDN,2048,,
SDN,2049,,
SDN,2050,,
SDN,2055,,
SDN,2060,,
SDN,2065,,
SDN,2070,,
SDN,2075,,
SDN,2080,,
SDN,2085,,
SDN,2090,,
SDN,2095,,
SDN,2100,,
SEN,1990,,6
SEN,1991,,6
SEN,1992,,6
SEN,1993,,6
SEN,1994,,6
SEN,1995,,6
SEN,1996,,6
SEN,1997,,6
SEN,1998,7,6
SEN,1999,7,6
SEN,2000,7,6
SEN,2001,7,6
SEN,2002,7,6
SEN,2003,7,6
SEN,2004,6,6
SEN,2005,6,6
SEN,2006,6,6
SEN,2007,6,6
SEN,2008,6,6
SEN,2009,6,6
SEN,2010,6,6
SEN,2011,6,6
SEN,2012,6,6
SEN,2013,6,6
SEN,2014,6,6
SEN,2015,6,6
SEN,2016,6,6
SEN,2017,6,6
SEN,2018,6,6
SEN,2019,6,6
SEN,2020,,6
SEN,2021,,6
SEN,2022,,6
SEN,2023,,
SEN,2024,,
SEN,2025,,
SEN,2026,,
SEN,2027,,
SEN,2028,,
SEN,2029,,
SEN,2030,,
SEN,2031,,
SEN,2032,,
SEN,2033,,
SEN,2034,,
SEN,2035,,
SEN,2036,,
SEN,2037,,
SEN,2038,,
SEN,2039,,
SEN,2040,,
SEN,2041,,
SEN,2042,,
SEN,2043,,
SEN,2044,,
SEN,2045,,
SEN,2046,,
SEN,2047,,
SEN,2048,,
SEN,2049,,
SEN,2050,,
SEN,2055,,
SEN,2060,,
SEN,2065,,
SEN,2070,,
SEN,2075,,
SEN,2080,,
SEN,2085,,
SEN,2090,,
SEN,2095,,
SEN,2100,,
SGP,1990,,6
SGP,1991,,6
SGP,1992,,6
SGP,1993,,6
SGP,1994,,6
SGP,1995,,6
SGP,1996,,6
SGP,1997,,6
SGP,1998,,6
SGP,1999,,6
SGP,2000,6,6
SGP,2001,6,6
SGP,2002,6,6
SGP,2003,6,6
SGP,2004,6,6
SGP,2005,6,6
SGP,2006,6,6
SGP,2007,6,6
SGP,2008,6,6
SGP,2009,6,6
SGP,2010,6,6
SGP,2011,6,6
SGP,2012,6,6
SGP,2013,6,6
SGP,2014,6,6
SGP,2015,6,6
SGP,2016,6,6
SGP,2017,6,6
SGP,2018,6,6
SGP,2019,6,6
SGP,2020,,6
SGP,2021,,6
SGP,2022,,6
SGP,2023,,
SGP,2024,,
SGP,2025,,
SGP,2026,,
SGP,2027,,
SGP,2028,,
SGP,2029,,
SGP,2030,,
SGP,2031,,
SGP,2032,,
SGP,2033,,
SGP,2034,,
SGP,2035,,
SGP,2036,,
SGP,2037,,
SGP,2038,,
SGP,2039,,
SGP,2040,,
SGP,2041,,
SGP,2042,,
SGP,2043,,
SGP,2044,,
SGP,2045,,
SGP,2046,,
SGP,2047,,
SGP,2048,,
SGP,2049,,
SGP,2050,,
SGP,2055,,
SGP,2060,,
SGP,2065,,
SGP,2070,,
SGP,2075,,
SGP,2080,,
SGP,2085,,
SGP,2090,,
SGP,2095,,
SGP,2100,,
SLB,1990,,6
SLB,1991,,6
SLB,1992,,6
SLB,1993,,6
SLB,1994,,6
SLB,1995,,6
SLB,1996,,6
SLB,1997,,6
SLB,1998,,6
SLB,1999,,6
SLB,2000,,6
SLB,2001,,6
SLB,2002,,6
SLB,2003,,6
SLB,2004,,6
SLB,2005,,6
SLB,2006,,6
SLB,2007,,6
SLB,2008,,6
SLB,2009,,6
SLB,2010,,6
SLB,2011,,6
SLB,2012,,6
SLB,2013,,6
SLB,2014,,6
SLB,2015,,6
SLB,2016,,6
SLB,2017,,6
SLB,2018,,6
SLB,2019,,6
SLB,2020,,6
SLB,2021,,6
SLB,2022,,6
SLB,2023,,
SLB,2024,,
SLB,2025,,
SLB,2026,,
SLB,2027,,
SLB,2028,,
SLB,2029,,
SLB,2030,,
SLB,2031,,
SLB,2032,,
SLB,2033,,
SLB,2034,,
SLB,2035,,
SLB,2036,,
SLB,2037,,
SLB,2038,,
SLB,2039,,
SLB,2040,,
SLB,2041,,
SLB,2042,,
SLB,2043,,
SLB,2044,,
SLB,2045,,
SLB,2046,,
SLB,2047,,
SLB,2048,,
SLB,2049,,
SLB,2050,,
SLB,2055,,
SLB,2060,,
SLB,2065,,
SLB,2070,,
SLB,2075,,
SLB,2080,,
SLB,2085,,
SLB,2090,,
SLB,2095,,
SLB,2100,,
SLE,1990,,7
SLE,1991,,7
SLE,1992,,7
SLE,1993,,7
SLE,1994,,7
SLE,1995,,7
SLE,1996,,7
SLE,1997,,6
SLE,1998,,6
SLE,1999,,6
SLE,2000,,6
SLE,2001,,6
SLE,2002,,6
SLE,2003,,6
SLE,2004,6,6
SLE,2005,6,6
SLE,2006,6,6
SLE,2007,6,6
SLE,2008,6,6
SLE,2009,6,6
SLE,2010,6,6
SLE,2011,6,6
SLE,2012,6,6
SLE,2013,6,6
SLE,2014,6,6
SLE,2015,6,6
SLE,2016,6,6
SLE,2017,6,6
SLE,2018,6,6
SLE,2019,6,6
SLE,2020,,6
SLE,2021,,6
SLE,2022,,6
SLE,2023,,
SLE,2024,,
SLE,2025,,
SLE,2026,,
SLE,2027,,
SLE,2028,,
SLE,2029,,
SLE,2030,,
SLE,2031,,
SLE,2032,,
SLE,2033,,
SLE,2034,,
SLE,2035,,
SLE,2036,,
SLE,2037,,
SLE,2038,,
SLE,2039,,
SLE,2040,,
SLE,2041,,
SLE,2042,,
SLE,2043,,
SLE,2044,,
SLE,2045,,
SLE,2046,,
SLE,2047,,
SLE,2048,,
SLE,2049,,
SLE,2050,,
SLE,2055,,
SLE,2060,,
SLE,2065,,
SLE,2070,,
SLE,2075,,
SLE,2080,,
SLE,2085,,
SLE,2090,,
SLE,2095,,
SLE,2100,,
SLV,1990,,6
SLV,1991,,6
SLV,1992,,6
SLV,1993,,6
SLV,1994,,6
SLV,1995,,6
SLV,1996,,6
SLV,1997,,9
SLV,1998,7,6
SLV,1999,7,6
SLV,2000,7,6
SLV,2001,7,6
SLV,2002,7,6
SLV,2003,7,6
SLV,2004,7,6
SLV,2005,7,6
SLV,2006,7,6
SLV,2007,7,6
SLV,2008,7,6
SLV,2009,7,6
SLV,2010,7,6
SLV,2011,7,6
SLV,2012,7,6
SLV,2013,4,6
SLV,2014,1,6
SLV,2015,1,6
SLV,2016,1,6
SLV,2017,1,6
SLV,2018,1,6
SLV,2019,1,6
SLV,2020,,6
SLV,2021,,6
SLV,2022,,6
SLV,2023,,
SLV,2024,,
SLV,2025,,
SLV,2026,,
SLV,2027,,
SLV,2028,,
SLV,2029,,
SLV,2030,,
SLV,2031,,
SLV,2032,,
SLV,2033,,
SLV,2034,,
SLV,2035,,
SLV,2036,,
SLV,2037,,
SLV,2038,,
SLV,2039,,
SLV,2040,,
SLV,2041,,
SLV,2042,,
SLV,2043,,
SLV,2044,,
SLV,2045,,
SLV,2046,,
SLV,2047,,
SLV,2048,,
SLV,2049,,
SLV,2050,,
SLV,2055,,
SLV,2060,,
SLV,2065,,
SLV,2070,,
SLV,2075,,
SLV,2080,,
SLV,2085,,
SLV,2090,,
SLV,2095,,
SLV,2100,,
SMR,1990,,5
SMR,1991,,5
SMR,1992,,5
SMR,1993,,5
SMR,1994,,5
SMR,1995,,5
SMR,1996,,5
SMR,1997,,5
SMR,1998,6,5
SMR,1999,6,5
SMR,2000,6,5
SMR,2001,6,5
SMR,2002,6,5
SMR,2003,6,5
SMR,2004,6,5
SMR,2005,6,5
SMR,2006,6,5
SMR,2007,6,5
SMR,2008,6,5
SMR,2009,6,5
SMR,2010,6,5
SMR,2011,6,5
SMR,2012,6,5
SMR,2013,6,5
SMR,2014,6,5
SMR,2015,6,5
SMR,2016,6,5
SMR,2017,6,5
SMR,2018,6,5
SMR,2019,6,5
SMR,2020,,5
SMR,2021,,5
SMR,2022,,5
SMR,2023,,
SMR,2024,,
SMR,2025,,
SMR,2026,,
SMR,2027,,
SMR,2028,,
SMR,2029,,
SMR,2030,,
SMR,2031,,
SMR,2032,,
SMR,2033,,
SMR,2034,,
SMR,2035,,
SMR,2036,,
SMR,2037,,
SMR,2038,,
SMR,2039,,
SMR,2040,,
SMR,2041,,
SMR,2042,,
SMR,2043,,
SMR,2044,,
SMR,2045,,
SMR,2046,,
SMR,2047,,
SMR,2048,,
SMR,2049,,
SMR,2050,,
SMR,2055,,
SMR,2060,,
SMR,2065,,
SMR,2070,,
SMR,2075,,
SMR,2080,,
SMR,2085,,
SMR,2090,,
SMR,2095,,
SMR,2100,,
SOM,1990,,6
SOM,1991,,6
SOM,1992,,6
SOM,1993,,6
SOM,1994,,6
SOM,1995,,6
SOM,1996,,6
SOM,1997,,6
SOM,1998,,6
SOM,1999,,6
SOM,2000,,6
SOM,2001,,6
SOM,2002,,6
SOM,2003,,6
SOM,2004,,6
SOM,2005,,6
SOM,2006,,6
SOM,2007,,6
SOM,2008,,6
SOM,2009,,6
SOM,2010,,6
SOM,2011,,6
SOM,2012,,6
SOM,2013,,6
SOM,2014,,6
SOM,2015,,6
SOM,2016,,6
SOM,2017,,6
SOM,2018,,6
SOM,2019,,6
SOM,2020,,6
SOM,2021,,6
SOM,2022,,6
SOM,2023,,
SOM,2024,,
SOM,2025,,
SOM,2026,,
SOM,2027,,
SOM,2028,,
SOM,2029,,
SOM,2030,,
SOM,2031,,
SOM,2032,,
SOM,2033,,
SOM,2034,,
SOM,2035,,
SOM,2036,,
SOM,2037,,
SOM,2038,,
SOM,2039,,
SOM,2040,,
SOM,2041,,
SOM,2042,,
SOM,2043,,
SOM,2044,,
SOM,2045,,
SOM,2046,,
SOM,2047,,
SOM,2048,,
SOM,2049,,
SOM,2050,,
SOM,2055,,
SOM,2060,,
SOM,2065,,
SOM,2070,,
SOM,2075,,
SOM,2080,,
SOM,2085,,
SOM,2090,,
SOM,2095,,
SOM,2100,,
SRB,1990,,4
SRB,1991,,4
SRB,1992,,4
SRB,1993,,4
SRB,1994,,4
SRB,1995,,4
SRB,1996,,4
SRB,1997,,4
SRB,1998,7,4
SRB,1999,7,4
SRB,2000,7,4
SRB,2001,7,4
SRB,2002,7,4
SRB,2003,7,4
SRB,2004,7,4
SRB,2005,7,4
SRB,2006,7,4
SRB,2007,7,4
SRB,2008,7,4
SRB,2009,7,4
SRB,2010,7,4
SRB,2011,7,4
SRB,2012,7,4
SRB,2013,7,4
SRB,2014,7,4
SRB,2015,7,4
SRB,2016,7,4
SRB,2017,7,4
SRB,2018,7,4
SRB,2019,7,4
SRB,2020,,4
SRB,2021,,4
SRB,2022,,4
SRB,2023,,
SRB,2024,,
SRB,2025,,
SRB,2026,,
SRB,2027,,
SRB,2028,,
SRB,2029,,
SRB,2030,,
SRB,2031,,
SRB,2032,,
SRB,2033,,
SRB,2034,,
SRB,2035,,
SRB,2036,,
SRB,2037,,
SRB,2038,,
SRB,2039,,
SRB,2040,,
SRB,2041,,
SRB,2042,,
SRB,2043,,
SRB,2044,,
SRB,2045,,
SRB,2046,,
SRB,2047,,
SRB,2048,,
SRB,2049,,
SRB,2050,,
SRB,2055,,
SRB,2060,,
SRB,2065,,
SRB,2070,,
SRB,2075,,
SRB,2080,,
SRB,2085,,
SRB,2090,,
SRB,2095,,
SRB,2100,,
SSD,1990,,
SSD,1991,,
SSD,1992,,
SSD,1993,,
SSD,1994,,
SSD,1995,,
SSD,1996,,
SSD,1997,,
SSD,1998,,
SSD,1999,,6
SSD,2000,,6
SSD,2001,,6
SSD,2002,,6
SSD,2003,,6
SSD,2004,,6
SSD,2005,,6
SSD,2006,,6
SSD,2007,,6
SSD,2008,6,6
SSD,2009,6,6
SSD,2010,6,6
SSD,2011,6,6
SSD,2012,6,6
SSD,2013,6,6
SSD,2014,6,6
SSD,2015,6,6
SSD,2016,6,6
SSD,2017,6,6
SSD,2018,6,6
SSD,2019,6,6
SSD,2020,,6
SSD,2021,,6
SSD,2022,,6
SSD,2023,,
SSD,2024,,
SSD,2025,,
SSD,2026,,
SSD,2027,,
SSD,2028,,
SSD,2029,,
SSD,2030,,
SSD,2031,,
SSD,2032,,
SSD,2033,,
SSD,2034,,
SSD,2035,,
SSD,2036,,
SSD,2037,,
SSD,2038,,
SSD,2039,,
SSD,2040,,
SSD,2041,,
SSD,2042,,
SSD,2043,,
SSD,2044,,
SSD,2045,,
SSD,2046,,
SSD,2047,,
SSD,2048,,
SSD,2049,,
SSD,2050,,
SSD,2055,,
SSD,2060,,
SSD,2065,,
SSD,2070,,
SSD,2075,,
SSD,2080,,
SSD,2085,,
SSD,2090,,
SSD,2095,,
SSD,2100,,
STP,1990,,4
STP,1991,,4
STP,1992,,4
STP,1993,,4
STP,1994,,4
STP,1995,,4
STP,1996,,4
STP,1997,,4
STP,1998,7,4
STP,1999,7,6
STP,2000,7,6
STP,2001,7,6
STP,2002,7,6
STP,2003,7,6
STP,2004,7,6
STP,2005,7,6
STP,2006,6,6
STP,2007,6,6
STP,2008,6,6
STP,2009,6,6
STP,2010,6,6
STP,2011,6,6
STP,2012,6,6
STP,2013,6,6
STP,2014,6,6
STP,2015,6,6
STP,2016,6,6
STP,2017,6,6
STP,2018,6,6
STP,2019,6,6
STP,2020,,6
STP,2021,,6
STP,2022,,6
STP,2023,,
STP,2024,,
STP,2025,,
STP,2026,,
STP,2027,,
STP,2028,,
STP,2029,,
STP,2030,,
STP,2031,,
STP,2032,,
STP,2033,,
STP,2034,,
STP,2035,,
STP,2036,,
STP,2037,,
STP,2038,,
STP,2039,,
STP,2040,,
STP,2041,,
STP,2042,,
STP,2043,,
STP,2044,,
STP,2045,,
STP,2046,,
STP,2047,,
STP,2048,,
STP,2049,,
STP,2050,,
STP,2055,,
STP,2060,,
STP,2065,,
STP,2070,,
STP,2075,,
STP,2080,,
STP,2085,,
STP,2090,,
STP,2095,,
STP,2100,,
SUR,1990,,6
SUR,1991,,6
SUR,1992,,6
SUR,1993,,6
SUR,1994,,6
SUR,1995,,6
SUR,1996,,6
SUR,1997,,6
SUR,1998,7,6
SUR,1999,7,6
SUR,2000,7,6
SUR,2001,7,6
SUR,2002,7,6
SUR,2003,7,6
SUR,2004,7,6
SUR,2005,7,6
SUR,2006,7,6
SUR,2007,7,6
SUR,2008,7,6
SUR,2009,7,6
SUR,2010,7,6
SUR,2011,7,6
SUR,2012,7,6
SUR,2013,7,6
SUR,2014,7,6
SUR,2015,7,6
SUR,2016,7,6
SUR,2017,7,6
SUR,2018,7,6
SUR,2019,7,6
SUR,2020,,6
SUR,2021,,6
SUR,2022,,6
SUR,2023,,
SUR,2024,,
SUR,2025,,
SUR,2026,,
SUR,2027,,
SUR,2028,,
SUR,2029,,
SUR,2030,,
SUR,2031,,
SUR,2032,,
SUR,2033,,
SUR,2034,,
SUR,2035,,
SUR,2036,,
SUR,2037,,
SUR,2038,,
SUR,2039,,
SUR,2040,,
SUR,2041,,
SUR,2042,,
SUR,2043,,
SUR,2044,,
SUR,2045,,
SUR,2046,,
SUR,2047,,
SUR,2048,,
SUR,2049,,
SUR,2050,,
SUR,2055,,
SUR,2060,,
SUR,2065,,
SUR,2070,,
SUR,2075,,
SUR,2080,,
SUR,2085,,
SUR,2090,,
SUR,2095,,
SUR,2100,,
SVK,1990,,4
SVK,1991,,4
SVK,1992,,4
SVK,1993,,4
SVK,1994,,4
SVK,1995,,4
SVK,1996,,4
SVK,1997,,4
SVK,1998,6,4
SVK,1999,6,4
SVK,2000,6,4
SVK,2001,6,4
SVK,2002,6,4
SVK,2003,6,4
SVK,2004,6,4
SVK,2005,6,4
SVK,2006,6,4
SVK,2007,6,4
SVK,2008,6,4
SVK,2009,6,4
SVK,2010,6,4
SVK,2011,6,4
SVK,2012,6,4
SVK,2013,6,4
SVK,2014,6,4
SVK,2015,6,4
SVK,2016,6,4
SVK,2017,6,4
SVK,2018,6,4
SVK,2019,6,4
SVK,2020,6,4
SVK,2021,,4
SVK,2022,,4
SVK,2023,,
SVK,2024,,
SVK,2025,,
SVK,2026,,
SVK,2027,,
SVK,2028,,
SVK,2029,,
SVK,2030,,
SVK,2031,,
SVK,2032,,
SVK,2033,,
SVK,2034,,
SVK,2035,,
SVK,2036,,
SVK,2037,,
SVK,2038,,
SVK,2039,,
SVK,2040,,
SVK,2041,,
SVK,2042,,
SVK,2043,,
SVK,2044,,
SVK,2045,,
SVK,2046,,
SVK,2047,,
SVK,2048,,
SVK,2049,,
SVK,2050,,
SVK,2055,,
SVK,2060,,
SVK,2065,,
SVK,2070,,
SVK,2075,,
SVK,2080,,
SVK,2085,,
SVK,2090,,
SVK,2095,,
SVK,2100,,
SVN,1990,,4
SVN,1991,,5
SVN,1992,,4
SVN,1993,,4
SVN,1994,,4
SVN,1995,,4
SVN,1996,,4
SVN,1997,,4
SVN,1998,6,4
SVN,1999,6,4
SVN,2000,6,4
SVN,2001,6,4
SVN,2002,6,4
SVN,2003,6,4
SVN,2004,6,5
SVN,2005,6,5
SVN,2006,6,5
SVN,2007,6,6
SVN,2008,6,6
SVN,2009,6,6
SVN,2010,6,6
SVN,2011,6,6
SVN,2012,6,6
SVN,2013,6,6
SVN,2014,6,6
SVN,2015,6,6
SVN,2016,6,6
SVN,2017,6,6
SVN,2018,6,6
SVN,2019,6,6
SVN,2020,6,6
SVN,2021,,6
SVN,2022,,6
SVN,2023,,
SVN,2024,,
SVN,2025,,
SVN,2026,,
SVN,2027,,
SVN,2028,,
SVN,2029,,
SVN,2030,,
SVN,2031,,
SVN,2032,,
SVN,2033,,
SVN,2034,,
SVN,2035,,
SVN,2036,,
SVN,2037,,
SVN,2038,,
SVN,2039,,
SVN,2040,,
SVN,2041,,
SVN,2042,,
SVN,2043,,
SVN,2044,,
SVN,2045,,
SVN,2046,,
SVN,2047,,
SVN,2048,,
SVN,2049,,
SVN,2050,,
SVN,2055,,
SVN,2060,,
SVN,2065,,
SVN,2070,,
SVN,2075,,
SVN,2080,,
SVN,2085,,
SVN,2090,,
SVN,2095,,
SVN,2100,,
SWE,1990,,6
SWE,1991,,6
SWE,1992,,6
SWE,1993,,6
SWE,1994,,6
SWE,1995,,6
SWE,1996,,6
SWE,1997,,6
SWE,1998,7,6
SWE,1999,7,6
SWE,2000,7,6
SWE,2001,7,6
SWE,2002,7,6
SWE,2003,7,6
SWE,2004,7,6
SWE,2005,7,6
SWE,2006,7,6
SWE,2007,7,6
SWE,2008,7,6
SWE,2009,7,6
SWE,2010,7,6
SWE,2011,7,6
SWE,2012,7,6
SWE,2013,7,6
SWE,2014,7,6
SWE,2015,7,6
SWE,2016,7,6
SWE,2017,7,6
SWE,2018,7,6
SWE,2019,6,6
SWE,2020,6,6
SWE,2021,,6
SWE,2022,,6
SWE,2023,,
SWE,2024,,
SWE,2025,,
SWE,2026,,
SWE,2027,,
SWE,2028,,
SWE,2029,,
SWE,2030,,
SWE,2031,,
SWE,2032,,
SWE,2033,,
SWE,2034,,
SWE,2035,,
SWE,2036,,
SWE,2037,,
SWE,2038,,
SWE,2039,,
SWE,2040,,
SWE,2041,,
SWE,2042,,
SWE,2043,,
SWE,2044,,
SWE,2045,,
SWE,2046,,
SWE,2047,,
SWE,2048,,
SWE,2049,,
SWE,2050,,
SWE,2055,,
SWE,2060,,
SWE,2065,,
SWE,2070,,
SWE,2075,,
SWE,2080,,
SWE,2085,,
SWE,2090,,
SWE,2095,,
SWE,2100,,
SWZ,1990,,7
SWZ,1991,,7
SWZ,1992,,7
SWZ,1993,,7
SWZ,1994,,7
SWZ,1995,,7
SWZ,1996,,7
SWZ,1997,,7
SWZ,1998,,7
SWZ,1999,,7
SWZ,2000,,7
SWZ,2001,,7
SWZ,2002,,7
SWZ,2003,,7
SWZ,2004,,7
SWZ,2005,,7
SWZ,2006,,7
SWZ,2007,,7
SWZ,2008,,7
SWZ,2009,,7
SWZ,2010,6,7
SWZ,2011,6,7
SWZ,2012,6,7
SWZ,2013,6,7
SWZ,2014,6,7
SWZ,2015,6,7
SWZ,2016,6,7
