countrycode,year,se_prm_tenr,se_prm_tenr_fe,se_prm_tenr_ma
MEX,1994,96.5774,,
MEX,1995,96.422157,,
MEX,1996,96.16098,,
MEX,1997,95.743103,95.858742,95.631439
MEX,1998,95.945808,96.16893,95.730553
MEX,1999,98.909103,99.382301,98.45285
MEX,2000,99.351501,99.855827,98.865143
MEX,2001,99.396767,99.877228,98.932838
MEX,2002,99.437912,99.888618,99.002312
MEX,2003,99.503693,99.879929,99.139717
MEX,2004,98.889099,99.197357,98.590569
MEX,2005,97.643646,97.797043,97.494926
MEX,2006,96.670319,96.75116,96.59185
MEX,2007,96.385384,96.38269,96.387993
MEX,2008,96.339256,96.322861,96.355186
MEX,2009,96.978477,97.13176,96.829979
MEX,2010,97.853111,98.271507,97.449631
MEX,2011,98.646812,99.369041,97.95417
MEX,2012,98.955261,99.902962,98.050667
MEX,2013,98.830521,99.906319,97.806541
MEX,2014,98.774017,99.894783,97.708099
MEX,2015,98.865379,99.904442,97.87606
MEX,2016,98.985336,99.877121,98.134148
MEX,2017,99.117477,99.908638,98.360687
MEX,2018,,,
MHL,1990,,,
MHL,1991,,,
MHL,1992,,,
MHL,1993,,,
MHL,1994,,,
MHL,1995,,,
MHL,1996,,,
MHL,1997,,,
MHL,1998,,,
MHL,1999,,,
MHL,2000,,,
MHL,2001,,,
MHL,2002,98.033012,97.406258,98.630142
MHL,2003,,,
MHL,2004,,,
MHL,2005,,,
MHL,2006,,,
MHL,2007,,,
MHL,2008,,,
MHL,2009,,,
MHL,2010,,,
MHL,2011,99.708199,,
MHL,2012,,,
MHL,2013,,,
MHL,2014,,,
MHL,2015,78.407799,80.75843,76.19886
MHL,2016,78.533684,81.155724,76.068939
MHL,2017,,,
MHL,2018,,,
MKD,1990,,,
MKD,1991,,,
MKD,1992,,,
MKD,1993,,,
MKD,1994,,,
MKD,1995,,,
MKD,1996,,,
MKD,1997,,,
MKD,1998,91.520668,90.078323,92.894814
MKD,1999,91.295311,89.78212,92.738083
MKD,2000,95.793182,94.84436,96.69809
MKD,2001,94.862862,94.318512,95.382133
MKD,2002,93.746033,93.549629,93.933411
MKD,2003,92.580048,92.182716,92.959183
MKD,2004,92.910263,92.147598,93.638008
MKD,2005,92.882378,92.02227,93.703011
MKD,2006,91.735764,90.906128,92.526787
MKD,2007,91.46357,90.590439,92.296158
MKD,2008,90.744972,90.337181,91.133591
MKD,2009,91.961861,91.358833,92.53614
MKD,2010,95.304893,94.810509,95.775284
MKD,2011,,,
MKD,2012,89.712219,89.09613,90.296791
MKD,2013,88.628937,88.163078,89.070427
MKD,2014,89.229347,88.744453,89.688744
MKD,2015,91.710953,91.539612,91.87336
MKD,2016,,,
MKD,2017,,,
MKD,2018,,,
MLI,1990,,,
MLI,1991,,,
MLI,1992,,,
MLI,1993,,,
MLI,1994,,,
MLI,1995,,,
MLI,1996,,,
MLI,1997,,,
MLI,1998,,,
MLI,1999,43.96487,36.84433,50.881641
MLI,2000,,,
MLI,2001,,,
MLI,2002,51.504688,44.756538,58.085869
MLI,2003,51.478081,44.704601,58.091549
MLI,2004,51.487011,46.972321,55.897041
MLI,2005,56.526081,49.962669,62.936588
MLI,2006,57.84795,51.736431,63.813751
MLI,2007,59.998459,54.073292,65.77832
MLI,2008,,,
MLI,2009,67.109421,61.120029,72.941437
MLI,2010,68.179207,62.605412,73.60305
MLI,2011,69.17421,64.014732,74.193329
MLI,2012,66.964531,62.204521,71.591507
MLI,2013,62.527771,,
MLI,2014,63.393539,59.4515,67.219841
MLI,2015,60.56794,56.744461,64.276176
MLI,2016,62.06596,57.86964,66.132172
MLI,2017,67.257393,63.466301,70.929329
MLI,2018,,,
MLT,1990,95.620171,96.00354,95.255989
MLT,1991,96.175484,96.160263,96.189941
MLT,1992,96.376259,95.954933,96.776031
MLT,1993,96.804672,96.219482,97.359398
MLT,1994,95.652939,95.203743,96.078323
MLT,1995,96.648491,95.592537,97.647331
MLT,1996,98.369652,98.484756,98.260872
MLT,1997,99.169579,99.783203,98.589981
MLT,1998,,,
MLT,1999,,,
MLT,2000,,,
MLT,2001,,,
MLT,2002,,,
MLT,2003,,,
MLT,2004,,,
MLT,2005,,,
MLT,2006,,,
MLT,2007,,,
MLT,2008,,,
MLT,2009,,,
MLT,2010,,,
MLT,2011,98.210831,99.003799,97.457489
MLT,2012,98.009888,98.098923,97.925346
MLT,2013,99.403282,99.678177,99.142761
MLT,2014,98.825371,99.700912,98.00135
MLT,2015,98.486839,99.75724,97.304718
MLT,2016,97.569801,,
MLT,2017,,,
MLT,2018,,,
MMR,1990,,,
MMR,1991,,,
MMR,1992,,,
MMR,1993,,,
MMR,1994,,,
MMR,1995,,,
MMR,1996,,,
MMR,1997,,,
MMR,1998,,,
MMR,1999,,,
MMR,2000,92.192513,91.173271,93.206871
MMR,2001,93.461777,92.477188,94.441223
MMR,2002,91.345772,90.941177,91.748169
MMR,2003,93.258873,92.927071,93.588669
MMR,2004,91.790031,91.465233,92.112633
MMR,2005,91.503838,91.526009,91.481842
MMR,2006,91.174843,90.629478,91.715874
MMR,2007,91.273407,,
MMR,2008,91.697594,91.354988,92.036888
MMR,2009,90.143723,89.33432,90.944679
MMR,2010,89.5756,89.07251,90.073059
MMR,2011,,,
MMR,2012,,,
MMR,2013,,,
MMR,2014,96.211388,,
MMR,2015,,,
MMR,2016,,,
MMR,2017,97.712196,,
MMR,2018,,,
MNE,1990,,,
MNE,1991,,,
MNE,1992,,,
MNE,1993,,,
MNE,1994,,,
MNE,1995,,,
MNE,1996,,,
MNE,1997,,,
MNE,1998,,,
MNE,1999,,,
MNE,2000,,,
MNE,2001,,,
MNE,2002,,,
MNE,2003,97.342781,97.328568,97.356049
MNE,2004,,,
MNE,2005,97.91655,97.837547,97.99054
MNE,2006,98.462372,97.920227,98.970261
MNE,2007,96.176361,95.884537,96.449883
MNE,2008,96.026489,95.688171,96.343353
MNE,2009,,,
MNE,2010,,,
MNE,2011,91.607941,91.990898,91.253731
MNE,2012,96.280037,96.933968,95.676361
MNE,2013,,,
MNE,2014,,,
MNE,2015,94.841118,94.62838,95.037086
MNE,2016,93.817833,92.487053,95.044342
MNE,2017,96.26474,95.930229,96.573242
MNE,2018,,,
MNG,1990,,,
MNG,1991,,,
MNG,1992,,,
MNG,1993,,,
MNG,1994,,,
MNG,1995,81.081299,81.910294,80.254753
MNG,1996,84.631729,85.233543,84.031929
MNG,1997,85.107437,86.280479,83.939362
MNG,1998,88.813622,90.169434,87.462852
MNG,1999,90.710411,91.639938,89.784622
MNG,2000,92.860489,93.861771,91.864853
MNG,2001,94.214104,95.48571,92.953178
MNG,2002,93.13459,94.183159,92.100906
MNG,2003,85.96315,86.542831,85.393967
MNG,2004,92.837051,92.860802,92.813782
MNG,2005,92.43306,93.076088,91.802658
MNG,2006,97.487183,98.164223,96.822037
MNG,2007,97.748283,97.865768,97.632751
MNG,2008,98.16404,97.899841,98.423973
MNG,2009,96.462799,96.162468,96.758148
MNG,2010,97.644142,97.030937,98.246521
MNG,2011,98.040131,97.414268,98.654213
MNG,2012,97.512329,96.831497,98.179573
MNG,2013,95.294388,94.485619,96.086433
MNG,2014,95.797768,95.161461,96.420601
MNG,2015,97.65535,97.001747,98.294952
MNG,2016,98.725777,98.085587,99.35215
MNG,2017,98.860428,98.31237,99.396347
MNG,2018,,,
MNP,1990,,,
MNP,1991,,,
MNP,1992,,,
MNP,1993,,,
MNP,1994,,,
MNP,1995,,,
MNP,1996,,,
MNP,1997,,,
MNP,1998,,,
MNP,1999,,,
MNP,2000,,,
MNP,2001,,,
MNP,2002,,,
MNP,2003,,,
MNP,2004,,,
MNP,2005,,,
MNP,2006,,,
MNP,2007,,,
MNP,2008,,,
MNP,2009,,,
MNP,2010,,,
MNP,2011,,,
MNP,2012,,,
MNP,2013,,,
MNP,2014,,,
MNP,2015,,,
MNP,2016,,,
MNP,2017,,,
MNP,2018,,,
MOZ,1990,45.094551,,
MOZ,1991,43.442799,38.088402,48.84124
MOZ,1992,41.74548,36.63871,46.915649
MOZ,1993,40.69558,35.298981,46.167278
MOZ,1994,41.8064,36.036362,47.654129
MOZ,1995,44.06955,38.018749,50.189781
MOZ,1996,,,
MOZ,1997,,,
MOZ,1998,48.584259,42.287868,54.90517
MOZ,1999,52.042431,45.996239,58.100651
MOZ,2000,55.596901,49.845089,61.35231
MOZ,2001,59.834431,54.346008,65.32518
MOZ,2002,55.409161,51.601028,59.218559
MOZ,2003,,,
MOZ,2004,68.071609,64.288254,71.857178
MOZ,2005,73.072006,69.433151,76.714783
MOZ,2006,76.876503,73.486488,80.27108
MOZ,2007,81.970306,78.559692,85.384583
MOZ,2008,85.333794,82.163628,88.505051
MOZ,2009,86.559219,83.910522,89.20636
MOZ,2010,88.04483,85.403801,90.681847
MOZ,2011,86.010437,83.745743,88.26918
MOZ,2012,86.333549,84.123901,88.534958
MOZ,2013,87.464272,85.237152,89.680977
MOZ,2014,88.131973,86.021408,90.231117
MOZ,2015,89.566299,87.264107,91.854958
MOZ,2016,88.607407,86.963913,90.24044
MOZ,2017,87.537148,86.234612,88.830688
MOZ,2018,,,
MRT,1990,,,
MRT,1991,,,
MRT,1992,,,
MRT,1993,,,
MRT,1994,46.862091,42.83884,50.757801
MRT,1995,53.18013,48.855179,57.368641
MRT,1996,56.451481,52.986389,59.807259
MRT,1997,,,
MRT,1998,59.864471,58.168819,61.508179
MRT,1999,59.25436,58.22673,60.25053
MRT,2000,59.430408,58.392231,60.437
MRT,2001,62.768559,61.38591,64.110062
MRT,2002,62.120331,61.651508,62.575329
MRT,2003,65.119347,64.988571,65.24633
MRT,2004,71.93718,72.330048,71.55555
MRT,2005,70.567978,71.402161,69.75705
MRT,2006,73.055,73.746803,72.381813
MRT,2007,73.905731,74.939972,72.898788
MRT,2008,70.482201,71.917099,69.085098
MRT,2009,69.79805,70.948357,68.678261
MRT,2010,70.185066,71.460457,68.943871
MRT,2011,70.71003,72.442993,69.023888
MRT,2012,69.595032,71.89399,67.359261
MRT,2013,72.324753,73.977203,70.718781
MRT,2014,74.44976,76.184258,72.765129
MRT,2015,,,
MRT,2016,71.229378,73.162079,69.352966
MRT,2017,76.60704,78.482742,74.787003
MRT,2018,,,
MUS,1990,97.177299,97.796852,96.578407
MUS,1991,92.622513,93.332779,91.938164
MUS,1992,,,
MUS,1993,92.762939,93.37677,92.170227
MUS,1994,93.73893,94.104584,93.384216
MUS,1995,94.683182,95.03595,94.33934
MUS,1996,96.98175,97.057663,96.907608
MUS,1997,97.903641,97.958389,97.850098
MUS,1998,95.879791,96.067307,95.69648
MUS,1999,92.757561,92.983337,92.536957
MUS,2000,93.22731,93.36483,93.092987
MUS,2001,92.75219,93.230019,92.285477
MUS,2002,94.334152,94.977829,93.705772
MUS,2003,93.723923,94.534653,92.933296
MUS,2004,94.390457,95.100449,93.699142
MUS,2005,96.020081,96.579597,95.476257
MUS,2006,96.037567,96.708931,95.385963
MUS,2007,96.51416,97.146004,95.902168
MUS,2008,96.67807,97.090736,96.279221
MUS,2009,96.586617,97.326279,95.873222
MUS,2010,96.50869,97.569763,95.48687
MUS,2011,96.748871,97.93792,95.605408
MUS,2012,93.791924,94.795853,92.827568
MUS,2013,96.086159,97.275848,94.943672
MUS,2014,96.521652,97.613838,95.472214
MUS,2015,96.276527,97.311577,95.28083
MUS,2016,95.336639,96.752701,93.973953
MUS,2017,96.182182,97.278084,95.12722
MUS,2018,,,
MWI,1990,,,
MWI,1991,,,
MWI,1992,,,
MWI,1993,,,
MWI,1994,,,
MWI,1995,,,
MWI,1996,,,
MWI,1997,,,
MWI,1998,,,
MWI,1999,95.478973,93.93959,97.02404
MWI,2000,,,
MWI,2001,,,
MWI,2002,98.507202,,
MWI,2003,,,
MWI,2004,97.258438,99.016129,95.503639
MWI,2005,96.715759,98.43177,95.004837
MWI,2006,95.223038,97.443932,93.01149
MWI,2007,90.758018,93.387062,88.142113
MWI,2008,96.966942,99.247276,94.698822
MWI,2009,96.825188,98.689377,94.971039
MWI,2010,,,
MWI,2011,,,
MWI,2012,,,
MWI,2013,,,
MWI,2014,,,
MWI,2015,,,
MWI,2016,,,
MWI,2017,,,
MWI,2018,,,
MYS,1990,,,
MYS,1991,,,
MYS,1992,,,
MYS,1993,,,
MYS,1994,97.223129,97.46788,96.991402
MYS,1995,,,
MYS,1996,,,
MYS,1997,,,
MYS,1998,95.738823,95.504059,95.961823
MYS,1999,95.575012,94.854309,96.259468
MYS,2000,98.37439,98.479408,98.27475
MYS,2001,97.770569,97.816887,97.726624
MYS,2002,96.531998,96.529678,96.534203
MYS,2003,97.02729,97.028763,97.025902
MYS,2004,99.332329,99.406067,99.262619
MYS,2005,99.613998,99.73288,99.501717
MYS,2006,95.576881,96.948723,94.280632
MYS,2007,95.437157,96.371773,94.554192
MYS,2008,95.522102,95.658142,95.393669
MYS,2009,96.381821,97.806908,95.037788
MYS,2010,96.702873,96.816833,96.595558
MYS,2011,97.735786,98.178284,97.319221
MYS,2012,99.297958,99.477211,99.129051
MYS,2013,99.910301,,
MYS,2014,99.627312,,
MYS,2015,99.536369,99.634979,99.442703
MYS,2016,98.91333,98.800507,99.020432
MYS,2017,98.603142,98.765457,98.449272
MYS,2018,,,
NAM,1990,79.328171,82.369987,76.27655
NAM,1991,,,
NAM,1992,82.772507,85.006851,80.52948
NAM,1993,,,
NAM,1994,85.040268,,
NAM,1995,85.71563,,
NAM,1996,84.928253,,
NAM,1997,85.80822,,
NAM,1998,87.466499,89.858788,85.065048
NAM,1999,87.625488,90.354889,84.885094
NAM,2000,89.078568,91.505966,86.638489
NAM,2001,89.752708,92.135208,87.35894
NAM,2002,90.971489,93.52253,88.408791
NAM,2003,90.674057,93.159416,88.177193
NAM,2004,88.151962,90.621552,85.670868
NAM,2005,88.067322,90.513939,85.609451
NAM,2006,85.396309,87.303596,83.4786
NAM,2007,87.79332,89.969254,85.604881
NAM,2008,87.028168,88.778793,85.268158
NAM,2009,86.832237,88.504158,85.153091
NAM,2010,86.61702,88.180222,85.049606
NAM,2011,,,
NAM,2012,88.475441,89.800499,87.147499
NAM,2013,90.563011,91.825653,89.299026
NAM,2014,,,
NAM,2015,,,
NAM,2016,,,
NAM,2017,97.818077,99.561737,96.080727
NAM,2018,,,
NCL,1990,,,
NCL,1991,,,
NCL,1992,,,
NCL,1993,,,
NCL,1994,,,
NCL,1995,,,
NCL,1996,,,
NCL,1997,,,
NCL,1998,,,
NCL,1999,,,
NCL,2000,,,
NCL,2001,,,
NCL,2002,,,
NCL,2003,,,
NCL,2004,,,
NCL,2005,,,
NCL,2006,,,
NCL,2007,,,
NCL,2008,,,
NCL,2009,,,
NCL,2010,,,
NCL,2011,,,
NCL,2012,,,
NCL,2013,,,
NCL,2014,,,
NCL,2015,,,
NCL,2016,,,
NCL,2017,,,
NCL,2018,,,
NER,1990,22.885071,16.883369,28.608101
NER,1991,23.46911,17.39823,29.226089
NER,1992,21.409781,16.020599,26.5711
NER,1993,,,
NER,1994,,,
NER,1995,,,
NER,1996,,,
NER,1997,24.051821,18.56847,29.36257
NER,1998,24.390381,19.148661,29.46443
NER,1999,26.12356,20.816629,31.237181
NER,2000,26.86676,21.67539,31.84325
NER,2001,30.49029,24.59737,36.127602
NER,2002,34.09581,27.449909,40.49651
NER,2003,37.816391,30.80838,44.584431
NER,2004,41.314232,33.72382,48.637959
NER,2005,41.311451,34.264061,48.09436
NER,2006,42.627151,35.681438,49.298309
NER,2007,43.867592,37.11935,50.374599
NER,2008,47.286751,41.035889,53.316978
NER,2009,51.061161,44.812481,57.078541
NER,2010,55.116711,48.815922,61.169651
NER,2011,59.859001,53.53606,65.924393
NER,2012,61.28767,55.587261,66.77459
NER,2013,61.01046,55.57288,66.24781
NER,2014,61.052109,56.071308,65.843178
NER,2015,62.685699,57.601929,67.56633
NER,2016,63.794762,58.81197,68.572533
NER,2017,66.815887,62.035881,71.404419
NER,2018,,,
NGA,1990,,,
NGA,1991,,,
NGA,1992,,,
NGA,1993,,,
NGA,1994,,,
NGA,1995,,,
NGA,1996,,,
NGA,1997,,,
NGA,1998,,,
NGA,1999,63.07819,57.363029,68.604736
NGA,2000,66.145081,60.245762,71.84903
NGA,2001,,,
NGA,2002,,,
NGA,2003,,,
NGA,2004,67.893021,62.96249,72.656502
NGA,2005,68.335548,63.62458,72.885323
NGA,2006,68.795898,64.70636,72.744247
NGA,2007,71.637299,63.983089,79.023972
NGA,2008,64.865387,58.217579,71.276932
NGA,2009,65.955208,59.529861,72.147919
NGA,2010,65.948792,59.970581,71.706734
NGA,2011,,,
NGA,2012,,,
NGA,2013,,,
NGA,2014,,,
NGA,2015,,,
NGA,2016,,,
NGA,2017,,,
NGA,2018,,,
NIC,1990,67.516899,69.152107,65.93499
NIC,1991,70.162376,71.491592,68.877083
NIC,1992,73.577888,75.41716,71.801682
NIC,1993,74.323486,76.012817,72.695129
NIC,1994,75.223351,76.81691,73.690361
NIC,1995,73.434418,75.146667,71.790154
NIC,1996,72.713058,,
NIC,1997,,,
NIC,1998,,,
NIC,1999,82.658913,83.902817,81.469032
NIC,2000,85.932541,87.349731,84.577888
NIC,2001,90.182823,91.502342,88.921249
NIC,2002,97.427269,98.418762,96.479538
NIC,2003,,,
NIC,2004,99.173439,,
NIC,2005,99.362602,,
NIC,2006,98.364952,99.356049,97.423012
NIC,2007,98.10733,99.180656,97.087952
NIC,2008,98.971329,,
NIC,2009,,,
NIC,2010,98.410271,99.713303,97.174118
NIC,2011,,,
NIC,2012,,,
NIC,2013,,,
NIC,2014,,,
NIC,2015,,,
NIC,2016,,,
NIC,2017,,,
NIC,2018,,,
NLD,1990,95.820343,97.773918,93.954063
NLD,1991,95.116898,97.029541,93.287788
NLD,1992,94.158661,95.612671,92.766762
NLD,1993,93.533127,95.42382,91.722618
NLD,1994,98.961601,98.78624,99.129517
NLD,1995,99.2071,99.042961,99.364243
NLD,1996,99.387367,99.12867,99.635033
NLD,1997,99.665413,99.400253,99.919189
NLD,1998,,,
NLD,1999,,,
NLD,2000,,,
NLD,2001,,,
NLD,2002,,,
NLD,2003,,,
NLD,2004,,,
NLD,2005,,,
NLD,2006,,,
NLD,2007,,,
NLD,2008,,,
NLD,2009,,,
NLD,2010,,,
NLD,2011,,,
NLD,2012,,,
NLD,2013,,,
NLD,2014,,,
NLD,2015,,,
NLD,2016,,,
NLD,2017,,,
NLD,2018,,,
NOR,1990,99.730667,99.784981,99.679001
NOR,1991,99.956688,,
NOR,1992,99.647903,99.704651,99.593941
NOR,1993,98.66806,98.85083,98.494247
NOR,1994,98.39621,98.4674,98.328506
NOR,1995,98.191208,98.153038,98.227509
NOR,1996,98.264809,98.307243,98.224472
NOR,1997,84.19146,84.340286,84.049957
NOR,1998,99.735603,99.831802,99.644157
NOR,1999,99.79454,99.704018,99.880493
NOR,2000,99.705162,99.836548,99.580528
NOR,2001,99.760338,99.849022,99.676331
NOR,2002,99.72673,99.856728,99.603668
NOR,2003,99.855743,99.891151,99.82222
NOR,2004,99.352432,99.439598,99.269897
NOR,2005,98.511497,98.661781,98.369171
NOR,2006,98.595009,98.929604,98.27813
NOR,2007,99.075821,99.151161,99.004402
NOR,2008,99.262672,99.397423,99.134743
NOR,2009,99.153831,99.31694,98.998734
NOR,2010,99.079422,99.23571,98.930511
NOR,2011,99.402412,99.506767,99.302757
NOR,2012,99.689148,99.901268,99.486191
NOR,2013,99.856728,99.803711,99.907516
NOR,2014,99.831467,99.786858,99.874222
NOR,2015,99.765892,99.620338,99.905273
NOR,2016,99.806198,99.691002,99.916298
NOR,2017,99.877838,99.83107,99.922379
NOR,2018,,,
NPL,1990,,,
NPL,1991,,,
NPL,1992,,,
NPL,1993,,,
NPL,1994,,,
NPL,1995,,,
NPL,1996,,,
NPL,1997,,,
NPL,1998,,,
NPL,1999,66.392769,57.472851,74.969963
NPL,2000,72.680573,64.619308,80.426338
NPL,2001,,,
NPL,2002,,,
NPL,2003,80.455902,74.62455,86.005508
NPL,2004,81.147003,75.490646,86.499893
NPL,2005,,,
NPL,2006,,,
NPL,2007,,,
NPL,2008,,,
NPL,2009,,,
NPL,2010,,,
NPL,2011,98.445282,97.74868,99.098923
NPL,2012,99.585388,,
NPL,2013,,,
NPL,2014,94.325981,93.641907,94.975739
NPL,2015,96.773376,96.00428,97.506699
NPL,2016,96.766617,96.37944,97.136337
NPL,2017,94.836243,93.417747,96.193916
NPL,2018,,,
NRU,1990,,,
NRU,1991,,,
NRU,1992,,,
NRU,1993,,,
NRU,1994,,,
NRU,1995,,,
NRU,1996,,,
NRU,1997,,,
NRU,1998,,,
NRU,1999,,,
NRU,2000,,,
NRU,2001,,,
NRU,2002,,,
NRU,2003,,,
NRU,2004,,,
NRU,2005,,,
NRU,2006,,,
NRU,2007,,,
NRU,2008,,,
NRU,2009,,,
NRU,2010,,,
NRU,2011,,,
NRU,2012,76.939972,78.229317,75.627769
NRU,2013,,,
NRU,2014,87.265419,85.06057,89.452599
NRU,2015,,,
NRU,2016,84.428658,85.767326,83.200912
NRU,2017,,,
NRU,2018,,,
NZL,1990,99.520821,,
NZL,1991,98.980179,98.816231,99.136383
NZL,1992,97.550247,97.346687,97.743759
NZL,1993,,,
NZL,1994,97.155212,97.17952,97.132118
NZL,1995,98.51207,98.635017,98.395103
NZL,1996,98.978844,98.882629,99.07045
NZL,1997,99.758171,,
NZL,1998,,,
NZL,1999,,,
NZL,2000,,,
NZL,2001,,,
NZL,2002,,,
NZL,2003,,,
NZL,2004,,,
NZL,2005,,,
NZL,2006,,,
NZL,2007,,,
NZL,2008,,,
NZL,2009,,,
NZL,2010,,,
NZL,2011,,,
NZL,2012,,,
NZL,2013,97.774033,98.137703,97.42907
NZL,2014,97.4823,97.681892,97.293587
NZL,2015,97.730309,98.030907,97.447098
NZL,2016,98.522728,98.91787,98.150841
NZL,2017,99.18129,99.455421,98.923149
NZL,2018,,,
OMN,1990,67.16256,64.799156,69.470963
OMN,1991,68.233429,66.563919,69.838478
OMN,1992,69.596123,68.199829,70.935143
OMN,1993,72.956787,72.59787,73.296448
OMN,1994,74.200508,74.536552,73.886559
OMN,1995,75.654663,75.82888,75.491859
OMN,1996,78.293633,77.892303,78.676392
OMN,1997,79.019119,79.317673,78.739487
OMN,1998,81.175522,82.012207,80.39299
OMN,1999,83.004677,83.597733,82.445419
OMN,2000,83.958847,84.487831,83.455994
OMN,2001,85.05661,85.789398,84.35997
OMN,2002,85.05677,84.978256,85.132713
OMN,2003,83.727753,82.853912,84.579407
OMN,2004,,,
OMN,2005,,,
OMN,2006,,,
OMN,2007,,,
OMN,2008,,,
OMN,2009,97.707413,95.862282,99.501633
OMN,2010,,,
OMN,2011,96.460861,97.154167,95.80452
OMN,2012,97.531693,97.802856,97.27066
OMN,2013,98.104248,98.185654,98.025612
OMN,2014,97.880203,98.130981,97.638542
OMN,2015,97.761726,98.007179,97.525414
OMN,2016,98.541222,98.634163,98.451408
OMN,2017,98.750053,98.97245,98.53521
OMN,2018,,,
PAK,1990,,,
PAK,1991,,,
PAK,1992,,,
PAK,1993,,,
PAK,1994,,,
PAK,1995,,,
PAK,1996,,,
PAK,1997,,,
PAK,1998,,,
PAK,1999,,,
PAK,2000,,,
PAK,2001,,,
PAK,2002,58.904732,47.467209,69.702904
PAK,2003,60.850262,50.970852,70.154358
PAK,2004,66.455917,55.94323,76.323593
PAK,2005,68.541924,59.324348,77.162292
PAK,2006,66.082001,58.143761,73.481071
PAK,2007,70.890404,64.223892,77.085152
PAK,2008,71.666771,65.336327,77.532043
PAK,2009,73.058289,67.083237,78.579659
PAK,2010,74.421951,68.252853,80.11042
PAK,2011,71.494827,65.823776,76.71698
PAK,2012,71.058601,65.919289,75.791267
PAK,2013,69.814651,64.684822,74.546432
PAK,2014,72.732178,66.700073,78.312622
PAK,2015,73.606056,67.654892,79.12941
PAK,2016,77.776863,71.397079,83.711533
PAK,2017,76.45031,70.606956,81.893837
PAK,2018,,,
PAN,1990,86.619843,86.839188,86.410172
PAN,1991,,,
PAN,1992,,,
PAN,1993,,,
PAN,1994,,,
PAN,1995,,,
PAN,1996,,,
PAN,1997,,,
PAN,1998,,,
PAN,1999,93.134552,92.798576,93.457588
PAN,2000,94.882553,94.686607,95.071007
PAN,2001,96.165863,95.821068,96.497597
PAN,2002,98.311768,97.738533,98.863541
PAN,2003,,,
PAN,2004,98.59478,98.12574,99.046654
PAN,2005,98.166672,97.61097,98.702278
PAN,2006,98.768692,98.256508,99.262451
PAN,2007,98.683853,98.109283,99.237801
PAN,2008,97.591667,96.925079,98.234268
PAN,2009,94.55455,93.916298,95.169647
PAN,2010,96.204498,95.43679,96.944008
PAN,2011,95.067001,94.67495,95.44442
PAN,2012,94.646317,94.194923,95.080566
PAN,2013,92.923508,92.504539,93.326286
PAN,2014,90.454689,90.246819,90.654388
PAN,2015,87.662819,87.39341,87.921494
PAN,2016,,,
PAN,2017,,,
PAN,2018,,,
PER,1990,,,
PER,1991,,,
PER,1992,,,
PER,1993,93.73175,93.280777,94.169678
PER,1994,,,
PER,1995,88.542778,88.113358,88.95977
PER,1996,88.042236,,
PER,1997,87.508789,,
PER,1998,99.781898,99.650398,99.909401
PER,1999,99.966347,,
PER,2000,99.953201,,
PER,2001,99.745323,,
PER,2002,99.712738,,
PER,2003,99.536743,,
PER,2004,99.117371,99.870529,98.395737
PER,2005,98.942909,99.869331,98.05867
PER,2006,98.92247,99.829758,98.058449
PER,2007,98.880898,99.844292,97.964607
PER,2008,98.78009,99.849503,97.763191
PER,2009,98.880539,99.842491,97.965179
PER,2010,98.877533,99.850616,97.950478
PER,2011,98.578789,99.172943,98.011589
PER,2012,93.056488,93.067108,93.046341
PER,2013,95.7761,95.926933,95.631638
PER,2014,95.307182,95.709923,94.921021
PER,2015,97.889999,98.280823,97.514977
PER,2016,99.424919,99.895012,98.973419
PER,2017,99.332878,99.774887,98.908051
PER,2018,99.432541,99.928688,98.95546
PHL,1990,98.441719,97.541801,99.304649
PHL,1991,,,
PHL,1992,95.533867,,
PHL,1993,94.589256,,
PHL,1994,92.964432,,
PHL,1995,,,
PHL,1996,95.681618,,
PHL,1997,,,
PHL,1998,91.803078,90.195412,93.339302
PHL,1999,88.936043,89.248398,88.637703
PHL,2000,,,
PHL,2001,89.622147,90.445801,88.835289
PHL,2002,90.064369,91.314857,88.869453
PHL,2003,90.366302,91.338478,89.43692
PHL,2004,89.764381,90.86483,88.712059
PHL,2005,88.96257,90.117393,87.858612
PHL,2006,87.29866,88.479492,86.171059
PHL,2007,87.508598,88.712852,86.360382
PHL,2008,88.668091,90.031021,87.374077
PHL,2009,90.596458,91.974892,89.29528
PHL,2010,,,
PHL,2011,,,
PHL,2012,,,
PHL,2013,,,
PHL,2014,96.836739,97.898514,95.842422
PHL,2015,96.221588,96.941437,95.543556
PHL,2016,95.452454,95.923729,95.005638
PHL,2017,,,
PHL,2018,,,
PLW,1990,,,
PLW,1991,,,
PLW,1992,,,
PLW,1993,,,
PLW,1994,,,
PLW,1995,,,
PLW,1996,,,
PLW,1997,,,
PLW,1998,,,
PLW,1999,,,
PLW,2000,,,
PLW,2001,,,
PLW,2002,,,
PLW,2003,,,
PLW,2004,,,
PLW,2005,,,
PLW,2006,,,
PLW,2007,,,
PLW,2008,,,
PLW,2009,,,
PLW,2010,,,
PLW,2011,,,
PLW,2012,,,
PLW,2013,99.115044,,
PLW,2014,99.40741,,
PLW,2015,,,
PLW,2016,,,
PLW,2017,,,
PLW,2018,,,
PNG,1990,,,
PNG,1991,,,
PNG,1992,,,
PNG,1993,,,
PNG,1994,,,
PNG,1995,,,
PNG,1996,,,
PNG,1997,,,
PNG,1998,,,
PNG,1999,,,
PNG,2000,,,
PNG,2001,,,
PNG,2002,,,
