countrycode,cty_or_agg,year,indicator,value,value_metadata,countryname,regionname
ARG,cty,2013,SE.LPV.POP.1014.MA,1818097,Population Age 1014 for Reference Year 2019; Male,Argentina,Latin America and Caribbean
ARG,cty,2013,SE.LPV.POP.9PLUS,1428815.5,Population Age 9plus for Reference Year 2019; ,Argentina,Latin America and Caribbean
ARG,cty,2013,SE.LPV.POP.9PLUS.FE,694175.5,Population Age 9plus for Reference Year 2019; Female,Argentina,Latin America and Caribbean
ARG,cty,2013,SE.LPV.POP.9PLUS.MA,734640,Population Age 9plus for Reference Year 2019; Male,Argentina,Latin America and Caribbean
ARG,cty,2013,SE.LPV.POP.PRIM,5100772.5,Population Age primary for Reference Year 2019; ,Argentina,Latin America and Caribbean
ARG,cty,2013,SE.LPV.POP.PRIM.FE,2478309,Population Age primary for Reference Year 2019; Female,Argentina,Latin America and Caribbean
ARG,cty,2013,SE.LPV.POP.PRIM.MA,2622463.5,Population Age primary for Reference Year 2019; Male,Argentina,Latin America and Caribbean
ARG,cty,2013,SE.LPV.PRIM,53.82010650634766,LP = SD: ANER; LD: LLECES 2013 for grade 6 using MPL III (SERCE scale) for reading; ,Argentina,Latin America and Caribbean
ARG,cty,2013,SE.LPV.PRIM.FE,49.27634811401367,LP = SD: ANER; LD: LLECES 2013 for grade 6 using MPL III (SERCE scale) for reading; Female,Argentina,Latin America and Caribbean
ARG,cty,2013,SE.LPV.PRIM.LD,53.57896041870117,LD = LLECES 2013 for grade 6 using MPL III (SERCE scale) for reading; ,Argentina,Latin America and Caribbean
ARG,cty,2013,SE.LPV.PRIM.LD.FE,49.011474609375,LD = LLECES 2013 for grade 6 using MPL III (SERCE scale) for reading; Female,Argentina,Latin America and Caribbean
ARG,cty,2013,SE.LPV.PRIM.LD.MA,59.28237915039063,LD = LLECES 2013 for grade 6 using MPL III (SERCE scale) for reading; Male,Argentina,Latin America and Caribbean
ARG,cty,2013,SE.LPV.PRIM.LDGAP,.132180467247963,LDGAP: LLECES 2013 for grade 6 using MPL III (SERCE scale) for reading; ,Argentina,Latin America and Caribbean
ARG,cty,2013,SE.LPV.PRIM.LDGAP.FE,.1248476281762123,LDGAP: LLECES 2013 for grade 6 using MPL III (SERCE scale) for reading; Female,Argentina,Latin America and Caribbean
ARG,cty,2013,SE.LPV.PRIM.LDGAP.MA,.1383360624313354,LDGAP: LLECES 2013 for grade 6 using MPL III (SERCE scale) for reading; Male,Argentina,Latin America and Caribbean
ARG,cty,2013,SE.LPV.PRIM.LDSEV,.0261554531753063,LDSEV: LLECES 2013 for grade 6 using MPL III (SERCE scale) for reading; ,Argentina,Latin America and Caribbean
ARG,cty,2013,SE.LPV.PRIM.LDSEV.FE,.0242107603698969,LDSEV: LLECES 2013 for grade 6 using MPL III (SERCE scale) for reading; Female,Argentina,Latin America and Caribbean
ARG,cty,2013,SE.LPV.PRIM.LDSEV.MA,.0278886333107948,LDSEV: LLECES 2013 for grade 6 using MPL III (SERCE scale) for reading; Male,Argentina,Latin America and Caribbean
ARG,cty,2013,SE.LPV.PRIM.LPGAP,.6516583114862442,LPGAP = SD: ANER; LD: LLECES 2013 for grade 6 using MPL III (SERCE scale) for reading; ,Argentina,Latin America and Caribbean
ARG,cty,2013,SE.LPV.PRIM.LPGAP.FE,.6443254724144936,LPGAP = SD: ANER; LD: LLECES 2013 for grade 6 using MPL III (SERCE scale) for reading; Female,Argentina,Latin America and Caribbean
ARG,cty,2013,SE.LPV.PRIM.LPGAP.MA,.6578139066696167,LPGAP = SD: ANER; LD: LLECES 2013 for grade 6 using MPL III (SERCE scale) for reading; Male,Argentina,Latin America and Caribbean
ARG,cty,2013,SE.LPV.PRIM.LPSEV,2.618243889837176,LPSEV = SD: ANER; LD: LLECES 2013 for grade 6 using MPL III (SERCE scale) for reading; ,Argentina,Latin America and Caribbean
ARG,cty,2013,SE.LPV.PRIM.LPSEV.FE,2.423774609296233,LPSEV = SD: ANER; LD: LLECES 2013 for grade 6 using MPL III (SERCE scale) for reading; Female,Argentina,Latin America and Caribbean
ARG,cty,2013,SE.LPV.PRIM.LPSEV.MA,2.791561903386027,LPSEV = SD: ANER; LD: LLECES 2013 for grade 6 using MPL III (SERCE scale) for reading; Male,Argentina,Latin America and Caribbean
ARG,cty,2013,SE.LPV.PRIM.MA,59.493896484375,LP = SD: ANER; LD: LLECES 2013 for grade 6 using MPL III (SERCE scale) for reading; Male,Argentina,Latin America and Caribbean
ARG,cty,2013,SE.LPV.PRIM.SD,.5194778442382813,SD = ANER; ,Argentina,Latin America and Caribbean
ARG,cty,2013,SE.LPV.PRIM.SD.FE,.5194778442382813,SD = ANER; Female,Argentina,Latin America and Caribbean
ARG,cty,2013,SE.LPV.PRIM.SD.MA,.5194778442382813,SD = ANER; Male,Argentina,Latin America and Caribbean
ARG,cty,2019,SE.LPV.POP.0516,8557334,Population Age 0516 for Reference Year 2019; ,Argentina,Latin America and Caribbean
ARG,cty,2019,SE.LPV.POP.10,709872.5,Population Age 10 for Reference Year 2019; ,Argentina,Latin America and Caribbean
ARG,cty,2019,SE.LPV.POP.1014,3537399,Population Age 1014 for Reference Year 2019; ,Argentina,Latin America and Caribbean
ARG,cty,2019,SE.LPV.POP.9PLUS,1428815.5,Population Age 9plus for Reference Year 2019; ,Argentina,Latin America and Caribbean
ARG,cty,2019,SE.LPV.POP.PRIM,5100772.5,Population Age primary for Reference Year 2019; ,Argentina,Latin America and Caribbean
ARG,cty,2019,SE.LPV.PRIM,59.14719009399414,LP = SD: ANER; LD: LLECES 2019 for grade 6 using MPL III (SERCE scale) for reading; ,Argentina,Latin America and Caribbean
ARG,cty,2019,SE.LPV.PRIM.LD,58.93386077880859,LD = LLECES 2019 for grade 6 using MPL III (SERCE scale) for reading; ,Argentina,Latin America and Caribbean
ARG,cty,2019,SE.LPV.PRIM.SD,.5194778442382813,SD = ANER; ,Argentina,Latin America and Caribbean
ARM,cty,2003,SE.LPV.POP.0516,439944.5,Population Age 0516 for Reference Year 2019; ,Armenia,Europe and Central Asia
ARM,cty,2003,SE.LPV.POP.0516.FE,208667.5,Population Age 0516 for Reference Year 2019; Female,Armenia,Europe and Central Asia
ARM,cty,2003,SE.LPV.POP.0516.MA,231277,Population Age 0516 for Reference Year 2019; Male,Armenia,Europe and Central Asia
ARM,cty,2003,SE.LPV.POP.10,37252.5,Population Age 10 for Reference Year 2019; ,Armenia,Europe and Central Asia
ARM,cty,2003,SE.LPV.POP.10.FE,17611.5,Population Age 10 for Reference Year 2019; Female,Armenia,Europe and Central Asia
ARM,cty,2003,SE.LPV.POP.10.MA,19641,Population Age 10 for Reference Year 2019; Male,Armenia,Europe and Central Asia
ARM,cty,2003,SE.LPV.POP.1014,171937,Population Age 1014 for Reference Year 2019; ,Armenia,Europe and Central Asia
ARM,cty,2003,SE.LPV.POP.1014.FE,81522,Population Age 1014 for Reference Year 2019; Female,Armenia,Europe and Central Asia
ARM,cty,2003,SE.LPV.POP.1014.MA,90415,Population Age 1014 for Reference Year 2019; Male,Armenia,Europe and Central Asia
ARM,cty,2003,SE.LPV.POP.9PLUS,75915,Population Age 9plus for Reference Year 2019; ,Armenia,Europe and Central Asia
ARM,cty,2003,SE.LPV.POP.9PLUS.FE,35882,Population Age 9plus for Reference Year 2019; Female,Armenia,Europe and Central Asia
ARM,cty,2003,SE.LPV.POP.9PLUS.MA,40033,Population Age 9plus for Reference Year 2019; Male,Armenia,Europe and Central Asia
ARM,cty,2003,SE.LPV.POP.PRIM,196742,Population Age primary for Reference Year 2019; ,Armenia,Europe and Central Asia
ARM,cty,2003,SE.LPV.POP.PRIM.FE,93031,Population Age primary for Reference Year 2019; Female,Armenia,Europe and Central Asia
ARM,cty,2003,SE.LPV.POP.PRIM.MA,103711,Population Age primary for Reference Year 2019; Male,Armenia,Europe and Central Asia
ARM,cty,2003,SE.LPV.PRIM,40.45963287353516,LP = SD: ANER; LD: TIMSS 2003 for grade 4 using MPL Low (400 points) for scie; ,Armenia,Europe and Central Asia
ARM,cty,2003,SE.LPV.PRIM.FE,38.82191848754883,LP = SD: ANER; LD: TIMSS 2003 for grade 4 using MPL Low (400 points) for scie; Female,Armenia,Europe and Central Asia
ARM,cty,2003,SE.LPV.PRIM.LD,34.45795059204102,LD = TIMSS 2003 for grade 4 using MPL Low (400 points) for scie; ,Armenia,Europe and Central Asia
ARM,cty,2003,SE.LPV.PRIM.LD.FE,32.51220703125,LD = TIMSS 2003 for grade 4 using MPL Low (400 points) for scie; Female,Armenia,Europe and Central Asia
ARM,cty,2003,SE.LPV.PRIM.LD.MA,36.31131744384766,LD = TIMSS 2003 for grade 4 using MPL Low (400 points) for scie; Male,Armenia,Europe and Central Asia
ARM,cty,2003,SE.LPV.PRIM.LDGAP,.1743221879005432,LDGAP: TIMSS 2003 for grade 4 using MPL Low (400 points) for scie; ,Armenia,Europe and Central Asia
ARM,cty,2003,SE.LPV.PRIM.LDGAP.FE,.1642983853816986,LDGAP: TIMSS 2003 for grade 4 using MPL Low (400 points) for scie; Female,Armenia,Europe and Central Asia
ARM,cty,2003,SE.LPV.PRIM.LDGAP.MA,.1828646510839462,LDGAP: TIMSS 2003 for grade 4 using MPL Low (400 points) for scie; Male,Armenia,Europe and Central Asia
ARM,cty,2003,SE.LPV.PRIM.LDSEV,.0493106953799725,LDSEV: TIMSS 2003 for grade 4 using MPL Low (400 points) for scie; ,Armenia,Europe and Central Asia
ARM,cty,2003,SE.LPV.PRIM.LDSEV.FE,.0443734228610992,LDSEV: TIMSS 2003 for grade 4 using MPL Low (400 points) for scie; Female,Armenia,Europe and Central Asia
ARM,cty,2003,SE.LPV.PRIM.LDSEV.MA,.0535225793719292,LDSEV: TIMSS 2003 for grade 4 using MPL Low (400 points) for scie; Male,Armenia,Europe and Central Asia
ARM,cty,2003,SE.LPV.PRIM.LPGAP,9.331319868564606,LPGAP = SD: ANER; LD: TIMSS 2003 for grade 4 using MPL Low (400 points) for scie; ,Armenia,Europe and Central Asia
ARM,cty,2003,SE.LPV.PRIM.LPGAP.FE,9.513709396123886,LPGAP = SD: ANER; LD: TIMSS 2003 for grade 4 using MPL Low (400 points) for scie; Female,Armenia,Europe and Central Asia
ARM,cty,2003,SE.LPV.PRIM.LPGAP.MA,9.171184048056602,LPGAP = SD: ANER; LD: TIMSS 2003 for grade 4 using MPL Low (400 points) for scie; Male,Armenia,Europe and Central Asia
ARM,cty,2003,SE.LPV.PRIM.LPSEV,5.769575603234116,LPSEV = SD: ANER; LD: TIMSS 2003 for grade 4 using MPL Low (400 points) for scie; ,Armenia,Europe and Central Asia
ARM,cty,2003,SE.LPV.PRIM.LPSEV.FE,5.311457148587797,LPSEV = SD: ANER; LD: TIMSS 2003 for grade 4 using MPL Low (400 points) for scie; Female,Armenia,Europe and Central Asia
ARM,cty,2003,SE.LPV.PRIM.LPSEV.MA,6.160156793012866,LPSEV = SD: ANER; LD: TIMSS 2003 for grade 4 using MPL Low (400 points) for scie; Male,Armenia,Europe and Central Asia
ARM,cty,2003,SE.LPV.PRIM.MA,42.03585815429688,LP = SD: ANER; LD: TIMSS 2003 for grade 4 using MPL Low (400 points) for scie; Male,Armenia,Europe and Central Asia
ARM,cty,2003,SE.LPV.PRIM.SD,9.156997680664063,SD = ANER; ,Armenia,Europe and Central Asia
ARM,cty,2003,SE.LPV.PRIM.SD.FE,9.349411010742188,SD = ANER; Female,Armenia,Europe and Central Asia
ARM,cty,2003,SE.LPV.PRIM.SD.MA,8.988319396972656,SD = ANER; Male,Armenia,Europe and Central Asia
ARM,cty,2007,SE.LPV.POP.0516,439944.5,Population Age 0516 for Reference Year 2019; ,Armenia,Europe and Central Asia
ARM,cty,2007,SE.LPV.POP.0516.FE,208667.5,Population Age 0516 for Reference Year 2019; Female,Armenia,Europe and Central Asia
ARM,cty,2007,SE.LPV.POP.0516.MA,231277,Population Age 0516 for Reference Year 2019; Male,Armenia,Europe and Central Asia
ARM,cty,2007,SE.LPV.POP.10,37252.5,Population Age 10 for Reference Year 2019; ,Armenia,Europe and Central Asia
ARM,cty,2007,SE.LPV.POP.10.FE,17611.5,Population Age 10 for Reference Year 2019; Female,Armenia,Europe and Central Asia
ARM,cty,2007,SE.LPV.POP.10.MA,19641,Population Age 10 for Reference Year 2019; Male,Armenia,Europe and Central Asia
ARM,cty,2007,SE.LPV.POP.1014,171937,Population Age 1014 for Reference Year 2019; ,Armenia,Europe and Central Asia
ARM,cty,2007,SE.LPV.POP.1014.FE,81522,Population Age 1014 for Reference Year 2019; Female,Armenia,Europe and Central Asia
ARM,cty,2007,SE.LPV.POP.1014.MA,90415,Population Age 1014 for Reference Year 2019; Male,Armenia,Europe and Central Asia
ARM,cty,2007,SE.LPV.POP.9PLUS,75915,Population Age 9plus for Reference Year 2019; ,Armenia,Europe and Central Asia
ARM,cty,2007,SE.LPV.POP.9PLUS.FE,35882,Population Age 9plus for Reference Year 2019; Female,Armenia,Europe and Central Asia
ARM,cty,2007,SE.LPV.POP.9PLUS.MA,40033,Population Age 9plus for Reference Year 2019; Male,Armenia,Europe and Central Asia
ARM,cty,2007,SE.LPV.POP.PRIM,196742,Population Age primary for Reference Year 2019; ,Armenia,Europe and Central Asia
ARM,cty,2007,SE.LPV.POP.PRIM.FE,93031,Population Age primary for Reference Year 2019; Female,Armenia,Europe and Central Asia
ARM,cty,2007,SE.LPV.POP.PRIM.MA,103711,Population Age primary for Reference Year 2019; Male,Armenia,Europe and Central Asia
ARM,cty,2007,SE.LPV.PRIM,30.43424034118652,LP = SD: ANER; LD: TIMSS 2007 for grade 4 using MPL Low (400 points) for scie; ,Armenia,Europe and Central Asia
ARM,cty,2007,SE.LPV.PRIM.FE,27.95955848693848,LP = SD: ANER; LD: TIMSS 2007 for grade 4 using MPL Low (400 points) for scie; Female,Armenia,Europe and Central Asia
ARM,cty,2007,SE.LPV.PRIM.LD,23.42199325561523,LD = TIMSS 2007 for grade 4 using MPL Low (400 points) for scie; ,Armenia,Europe and Central Asia
ARM,cty,2007,SE.LPV.PRIM.LD.FE,20.52953910827637,LD = TIMSS 2007 for grade 4 using MPL Low (400 points) for scie; Female,Armenia,Europe and Central Asia
ARM,cty,2007,SE.LPV.PRIM.LD.MA,26.12224578857422,LD = TIMSS 2007 for grade 4 using MPL Low (400 points) for scie; Male,Armenia,Europe and Central Asia
ARM,cty,2007,SE.LPV.PRIM.LDGAP,.1680988520383835,LDGAP: TIMSS 2007 for grade 4 using MPL Low (400 points) for scie; ,Armenia,Europe and Central Asia
ARM,cty,2007,SE.LPV.PRIM.LDGAP.FE,.1615827977657318,LDGAP: TIMSS 2007 for grade 4 using MPL Low (400 points) for scie; Female,Armenia,Europe and Central Asia
ARM,cty,2007,SE.LPV.PRIM.LDGAP.MA,.1728902757167816,LDGAP: TIMSS 2007 for grade 4 using MPL Low (400 points) for scie; Male,Armenia,Europe and Central Asia
ARM,cty,2007,SE.LPV.PRIM.LDSEV,.0473643355071545,LDSEV: TIMSS 2007 for grade 4 using MPL Low (400 points) for scie; ,Armenia,Europe and Central Asia
ARM,cty,2007,SE.LPV.PRIM.LDSEV.FE,.0454260855913162,LDSEV: TIMSS 2007 for grade 4 using MPL Low (400 points) for scie; Female,Armenia,Europe and Central Asia
ARM,cty,2007,SE.LPV.PRIM.LDSEV.MA,.0487891584634781,LDSEV: TIMSS 2007 for grade 4 using MPL Low (400 points) for scie; Male,Armenia,Europe and Central Asia
ARM,cty,2007,SE.LPV.PRIM.LPGAP,9.325096532702446,LPGAP = SD: ANER; LD: TIMSS 2007 for grade 4 using MPL Low (400 points) for scie; ,Armenia,Europe and Central Asia
ARM,cty,2007,SE.LPV.PRIM.LPGAP.FE,9.510993808507919,LPGAP = SD: ANER; LD: TIMSS 2007 for grade 4 using MPL Low (400 points) for scie; Female,Armenia,Europe and Central Asia
ARM,cty,2007,SE.LPV.PRIM.LPGAP.MA,9.161209672689438,LPGAP = SD: ANER; LD: TIMSS 2007 for grade 4 using MPL Low (400 points) for scie; Male,Armenia,Europe and Central Asia
ARM,cty,2007,SE.LPV.PRIM.LPSEV,5.574939615952316,LPSEV = SD: ANER; LD: TIMSS 2007 for grade 4 using MPL Low (400 points) for scie; ,Armenia,Europe and Central Asia
ARM,cty,2007,SE.LPV.PRIM.LPSEV.FE,5.416723421609495,LPSEV = SD: ANER; LD: TIMSS 2007 for grade 4 using MPL Low (400 points) for scie; Female,Armenia,Europe and Central Asia
ARM,cty,2007,SE.LPV.PRIM.LPSEV.MA,5.686814702167758,LPSEV = SD: ANER; LD: TIMSS 2007 for grade 4 using MPL Low (400 points) for scie; Male,Armenia,Europe and Central Asia
ARM,cty,2007,SE.LPV.PRIM.MA,32.76261520385742,LP = SD: ANER; LD: TIMSS 2007 for grade 4 using MPL Low (400 points) for scie; Male,Armenia,Europe and Central Asia
ARM,cty,2007,SE.LPV.PRIM.SD,9.156997680664063,SD = ANER; ,Armenia,Europe and Central Asia
ARM,cty,2007,SE.LPV.PRIM.SD.FE,9.349411010742188,SD = ANER; Female,Armenia,Europe and Central Asia
ARM,cty,2007,SE.LPV.PRIM.SD.MA,8.988319396972656,SD = ANER; Male,Armenia,Europe and Central Asia
ARM,cty,2011,SE.LPV.POP.0516,439944.5,Population Age 0516 for Reference Year 2019; ,Armenia,Europe and Central Asia
ARM,cty,2011,SE.LPV.POP.0516.FE,208667.5,Population Age 0516 for Reference Year 2019; Female,Armenia,Europe and Central Asia
ARM,cty,2011,SE.LPV.POP.0516.MA,231277,Population Age 0516 for Reference Year 2019; Male,Armenia,Europe and Central Asia
ARM,cty,2011,SE.LPV.POP.10,37252.5,Population Age 10 for Reference Year 2019; ,Armenia,Europe and Central Asia
ARM,cty,2011,SE.LPV.POP.10.FE,17611.5,Population Age 10 for Reference Year 2019; Female,Armenia,Europe and Central Asia
ARM,cty,2011,SE.LPV.POP.10.MA,19641,Population Age 10 for Reference Year 2019; Male,Armenia,Europe and Central Asia
ARM,cty,2011,SE.LPV.POP.1014,171937,Population Age 1014 for Reference Year 2019; ,Armenia,Europe and Central Asia
ARM,cty,2011,SE.LPV.POP.1014.FE,81522,Population Age 1014 for Reference Year 2019; Female,Armenia,Europe and Central Asia
ARM,cty,2011,SE.LPV.POP.1014.MA,90415,Population Age 1014 for Reference Year 2019; Male,Armenia,Europe and Central Asia
ARM,cty,2011,SE.LPV.POP.9PLUS,75915,Population Age 9plus for Reference Year 2019; ,Armenia,Europe and Central Asia
ARM,cty,2011,SE.LPV.POP.9PLUS.FE,35882,Population Age 9plus for Reference Year 2019; Female,Armenia,Europe and Central Asia
ARM,cty,2011,SE.LPV.POP.9PLUS.MA,40033,Population Age 9plus for Reference Year 2019; Male,Armenia,Europe and Central Asia
ARM,cty,2011,SE.LPV.POP.PRIM,196742,Population Age primary for Reference Year 2019; ,Armenia,Europe and Central Asia
ARM,cty,2011,SE.LPV.POP.PRIM.FE,93031,Population Age primary for Reference Year 2019; Female,Armenia,Europe and Central Asia
ARM,cty,2011,SE.LPV.POP.PRIM.MA,103711,Population Age primary for Reference Year 2019; Male,Armenia,Europe and Central Asia
ARM,cty,2011,SE.LPV.PRIM,47.58390808105469,LP = SD: ANER; LD: TIMSS 2011 for grade 4 using MPL Low (400 points) for scie; ,Armenia,Europe and Central Asia
ARM,cty,2011,SE.LPV.PRIM.FE,46.64026260375977,LP = SD: ANER; LD: TIMSS 2011 for grade 4 using MPL Low (400 points) for scie; Female,Armenia,Europe and Central Asia
ARM,cty,2011,SE.LPV.PRIM.LD,42.30035400390625,LD = TIMSS 2011 for grade 4 using MPL Low (400 points) for scie; ,Armenia,Europe and Central Asia
ARM,cty,2011,SE.LPV.PRIM.LD.FE,41.13690948486328,LD = TIMSS 2011 for grade 4 using MPL Low (400 points) for scie; Female,Armenia,Europe and Central Asia
ARM,cty,2011,SE.LPV.PRIM.LD.MA,43.34774780273438,LD = TIMSS 2011 for grade 4 using MPL Low (400 points) for scie; Male,Armenia,Europe and Central Asia
ARM,cty,2011,SE.LPV.PRIM.LDGAP,.1668255925178528,LDGAP: TIMSS 2011 for grade 4 using MPL Low (400 points) for scie; ,Armenia,Europe and Central Asia
ARM,cty,2011,SE.LPV.PRIM.LDGAP.FE,.1593997776508331,LDGAP: TIMSS 2011 for grade 4 using MPL Low (400 points) for scie; Female,Armenia,Europe and Central Asia
ARM,cty,2011,SE.LPV.PRIM.LDGAP.MA,.1731935292482376,LDGAP: TIMSS 2011 for grade 4 using MPL Low (400 points) for scie; Male,Armenia,Europe and Central Asia
ARM,cty,2011,SE.LPV.PRIM.LDSEV,.0436345040798187,LDSEV: TIMSS 2011 for grade 4 using MPL Low (400 points) for scie; ,Armenia,Europe and Central Asia
ARM,cty,2011,SE.LPV.PRIM.LDSEV.FE,.0400601401925087,LDSEV: TIMSS 2011 for grade 4 using MPL Low (400 points) for scie; Female,Armenia,Europe and Central Asia
ARM,cty,2011,SE.LPV.PRIM.LDSEV.MA,.0467018745839596,LDSEV: TIMSS 2011 for grade 4 using MPL Low (400 points) for scie; Male,Armenia,Europe and Central Asia
ARM,cty,2011,SE.LPV.PRIM.LPGAP,9.323823273181915,LPGAP = SD: ANER; LD: TIMSS 2011 for grade 4 using MPL Low (400 points) for scie; ,Armenia,Europe and Central Asia
ARM,cty,2011,SE.LPV.PRIM.LPGAP.FE,9.508810788393021,LPGAP = SD: ANER; LD: TIMSS 2011 for grade 4 using MPL Low (400 points) for scie; Female,Armenia,Europe and Central Asia
ARM,cty,2011,SE.LPV.PRIM.LPGAP.MA,9.161512926220894,LPGAP = SD: ANER; LD: TIMSS 2011 for grade 4 using MPL Low (400 points) for scie; Male,Armenia,Europe and Central Asia
