survey,assessment,year,countrycode,idgrade,outcome,subject,bin,pdf,m_score_bin,se_score_bin,n_score_bin
WLD_2006_PISA,PISA,2006,EST,8,score_pisa_math,math,14,.06666667,617.90002,.79026926,326
WLD_2006_PISA,PISA,2006,EST,8,score_pisa_math,math,15,.06666667,666.95953,2.0354297,339
WLD_2006_PISA,PISA,2006,EST,8,score_pisa_read,read,0,1,500.74976,2.9269412,4865
WLD_2006_PISA,PISA,2006,EST,8,score_pisa_read,read,1,.06666667,320.54422,4.4225025,299
WLD_2006_PISA,PISA,2006,EST,8,score_pisa_read,read,2,.06666667,388.17902,1.3269688,324
WLD_2006_PISA,PISA,2006,EST,8,score_pisa_read,read,3,.06666667,419.79837,.97187293,326
WLD_2006_PISA,PISA,2006,EST,8,score_pisa_read,read,4,.06666667,442.37744,.40977761,325
WLD_2006_PISA,PISA,2006,EST,8,score_pisa_read,read,5,.06666667,461.09109,.96669441,317
WLD_2006_PISA,PISA,2006,EST,8,score_pisa_read,read,6,.06666667,476.99976,.74103957,322
WLD_2006_PISA,PISA,2006,EST,8,score_pisa_read,read,7,.06666667,491.25659,.78520817,310
WLD_2006_PISA,PISA,2006,EST,8,score_pisa_read,read,8,.06666667,505.02039,.55933207,314
WLD_2006_PISA,PISA,2006,EST,8,score_pisa_read,read,9,.06666667,518.742,.59053212,335
WLD_2006_PISA,PISA,2006,EST,8,score_pisa_read,read,10,.06666667,533.00073,.72156423,323
WLD_2006_PISA,PISA,2006,EST,8,score_pisa_read,read,11,.06666667,547.95807,.82758188,334
WLD_2006_PISA,PISA,2006,EST,8,score_pisa_read,read,12,.06666667,564.3089,.83186322,341
WLD_2006_PISA,PISA,2006,EST,8,score_pisa_read,read,13,.06666667,583.7019,.66404629,330
WLD_2006_PISA,PISA,2006,EST,8,score_pisa_read,read,14,.06666667,607.08014,.81780595,335
WLD_2006_PISA,PISA,2006,EST,8,score_pisa_read,read,15,.06666667,650.46564,1.8982807,330
WLD_2006_PISA,PISA,2006,EST,8,score_pisa_science,science,0,1,531.39178,2.522965,4865
WLD_2006_PISA,PISA,2006,EST,8,score_pisa_science,science,1,.06666667,367.9556,2.2724655,306
WLD_2006_PISA,PISA,2006,EST,8,score_pisa_science,science,2,.06666667,421.39255,1.1968721,304
WLD_2006_PISA,PISA,2006,EST,8,score_pisa_science,science,3,.06666667,448.60226,.71781778,322
WLD_2006_PISA,PISA,2006,EST,8,score_pisa_science,science,4,.06666667,469.4285,1.4293737,320
WLD_2006_PISA,PISA,2006,EST,8,score_pisa_science,science,5,.06666667,487.65253,.70436513,307
WLD_2006_PISA,PISA,2006,EST,8,score_pisa_science,science,6,.06666667,503.38354,.91895723,315
WLD_2006_PISA,PISA,2006,EST,8,score_pisa_science,science,7,.06666667,518.04279,1.2378937,325
WLD_2006_PISA,PISA,2006,EST,8,score_pisa_science,science,8,.06666667,532.88544,.87226737,332
WLD_2006_PISA,PISA,2006,EST,8,score_pisa_science,science,9,.06666667,546.88129,.82504481,329
WLD_2006_PISA,PISA,2006,EST,8,score_pisa_science,science,10,.06666667,561.19617,.72043693,329
WLD_2006_PISA,PISA,2006,EST,8,score_pisa_science,science,11,.06666667,576.55591,.77813995,338
WLD_2006_PISA,PISA,2006,EST,8,score_pisa_science,science,12,.06666667,593.50262,.98293626,336
WLD_2006_PISA,PISA,2006,EST,8,score_pisa_science,science,13,.06666667,614.04138,1.3745396,330
WLD_2006_PISA,PISA,2006,EST,8,score_pisa_science,science,14,.06666667,640.25641,1.0428877,332
WLD_2006_PISA,PISA,2006,EST,8,score_pisa_science,science,15,.06666667,688.5108,2.0062971,340
WLD_2006_PISA,PISA,2006,FIN,8,score_pisa_math,math,0,1,548.3584,2.2955551,4714
WLD_2006_PISA,PISA,2006,FIN,8,score_pisa_math,math,1,.06666667,386.6434,3.0278668,305
WLD_2006_PISA,PISA,2006,FIN,8,score_pisa_math,math,2,.06666667,443.29266,1.5805304,309
WLD_2006_PISA,PISA,2006,FIN,8,score_pisa_math,math,3,.06666667,470.21774,.6134463,313
WLD_2006_PISA,PISA,2006,FIN,8,score_pisa_math,math,4,.06666667,489.65643,.64867389,313
WLD_2006_PISA,PISA,2006,FIN,8,score_pisa_math,math,5,.06666667,505.6694,1.0212187,318
WLD_2006_PISA,PISA,2006,FIN,8,score_pisa_math,math,6,.06666667,520.89667,1.3070889,311
WLD_2006_PISA,PISA,2006,FIN,8,score_pisa_math,math,7,.06666667,535.57147,1.4357309,320
WLD_2006_PISA,PISA,2006,FIN,8,score_pisa_math,math,8,.06666667,549.92511,1.3684176,318
WLD_2006_PISA,PISA,2006,FIN,8,score_pisa_math,math,9,.06666667,564.01953,.93289077,316
WLD_2006_PISA,PISA,2006,FIN,8,score_pisa_math,math,10,.06666667,577.84045,.7994777,311
WLD_2006_PISA,PISA,2006,FIN,8,score_pisa_math,math,11,.06666667,593.11584,1.0998487,317
WLD_2006_PISA,PISA,2006,FIN,8,score_pisa_math,math,12,.06666667,609.46411,.88590723,315
WLD_2006_PISA,PISA,2006,FIN,8,score_pisa_math,math,13,.06666667,628.19385,1.363644,315
WLD_2006_PISA,PISA,2006,FIN,8,score_pisa_math,math,14,.06666667,652.15753,.88487363,313
WLD_2006_PISA,PISA,2006,FIN,8,score_pisa_math,math,15,.06666667,698.12634,2.6892769,320
WLD_2006_PISA,PISA,2006,FIN,8,score_pisa_read,read,0,1,546.86829,2.1471896,4714
WLD_2006_PISA,PISA,2006,FIN,8,score_pisa_read,read,1,.06666667,381.0495,2.7653711,311
WLD_2006_PISA,PISA,2006,FIN,8,score_pisa_read,read,2,.06666667,439.66763,1.7543933,306
WLD_2006_PISA,PISA,2006,FIN,8,score_pisa_read,read,3,.06666667,467.45444,1.3247924,311
WLD_2006_PISA,PISA,2006,FIN,8,score_pisa_read,read,4,.06666667,489.22177,.99128807,317
WLD_2006_PISA,PISA,2006,FIN,8,score_pisa_read,read,5,.06666667,506.92084,.80030459,317
WLD_2006_PISA,PISA,2006,FIN,8,score_pisa_read,read,6,.06666667,522.22821,.70458484,323
WLD_2006_PISA,PISA,2006,FIN,8,score_pisa_read,read,7,.06666667,536.49927,.6806072,314
WLD_2006_PISA,PISA,2006,FIN,8,score_pisa_read,read,8,.06666667,550.00891,.5378449,315
WLD_2006_PISA,PISA,2006,FIN,8,score_pisa_read,read,9,.06666667,563.37152,.63407928,311
WLD_2006_PISA,PISA,2006,FIN,8,score_pisa_read,read,10,.06666667,577.29669,.70243496,320
WLD_2006_PISA,PISA,2006,FIN,8,score_pisa_read,read,11,.06666667,591.5022,.82913852,314
WLD_2006_PISA,PISA,2006,FIN,8,score_pisa_read,read,12,.06666667,607.13654,.65548491,313
WLD_2006_PISA,PISA,2006,FIN,8,score_pisa_read,read,13,.06666667,625.56708,.94298744,315
WLD_2006_PISA,PISA,2006,FIN,8,score_pisa_read,read,14,.06666667,649.07379,.79356819,311
WLD_2006_PISA,PISA,2006,FIN,8,score_pisa_read,read,15,.06666667,695.39301,1.9240844,316
WLD_2006_PISA,PISA,2006,FIN,8,score_pisa_science,science,0,1,563.32281,2.0184855,4714
WLD_2006_PISA,PISA,2006,FIN,8,score_pisa_science,science,1,.06666667,391.04199,2.7414458,312
WLD_2006_PISA,PISA,2006,FIN,8,score_pisa_science,science,2,.06666667,451.41245,.85911781,309
WLD_2006_PISA,PISA,2006,FIN,8,score_pisa_science,science,3,.06666667,480.1409,1.3491437,312
WLD_2006_PISA,PISA,2006,FIN,8,score_pisa_science,science,4,.06666667,501.61777,1.0876017,323
WLD_2006_PISA,PISA,2006,FIN,8,score_pisa_science,science,5,.06666667,519.35431,.90507609,311
WLD_2006_PISA,PISA,2006,FIN,8,score_pisa_science,science,6,.06666667,536.16919,.8365764,314
WLD_2006_PISA,PISA,2006,FIN,8,score_pisa_science,science,7,.06666667,551.11267,.84681654,317
WLD_2006_PISA,PISA,2006,FIN,8,score_pisa_science,science,8,.06666667,565.59491,1.0206821,319
WLD_2006_PISA,PISA,2006,FIN,8,score_pisa_science,science,9,.06666667,579.89465,1.1076037,312
WLD_2006_PISA,PISA,2006,FIN,8,score_pisa_science,science,10,.06666667,594.45764,1.3381999,317
WLD_2006_PISA,PISA,2006,FIN,8,score_pisa_science,science,11,.06666667,609.80969,1.0709933,314
WLD_2006_PISA,PISA,2006,FIN,8,score_pisa_science,science,12,.06666667,626.66772,.83673507,313
WLD_2006_PISA,PISA,2006,FIN,8,score_pisa_science,science,13,.06666667,646.90131,1.1602182,313
WLD_2006_PISA,PISA,2006,FIN,8,score_pisa_science,science,14,.06666667,673.01007,1.2934867,316
WLD_2006_PISA,PISA,2006,FIN,8,score_pisa_science,science,15,.06666667,722.12195,2.5938089,312
WLD_2006_PISA,PISA,2006,FRA,8,score_pisa_math,math,0,1,495.53833,3.1708343,4716
WLD_2006_PISA,PISA,2006,FRA,8,score_pisa_math,math,1,.06666667,307.71085,2.7112777,309
WLD_2006_PISA,PISA,2006,FRA,8,score_pisa_math,math,2,.06666667,367.41,1.719467,306
WLD_2006_PISA,PISA,2006,FRA,8,score_pisa_math,math,3,.06666667,398.63297,.59884697,310
WLD_2006_PISA,PISA,2006,FRA,8,score_pisa_math,math,4,.06666667,423.22678,1.0888243,314
WLD_2006_PISA,PISA,2006,FRA,8,score_pisa_math,math,5,.06666667,444.55161,.90104103,315
WLD_2006_PISA,PISA,2006,FRA,8,score_pisa_math,math,6,.06666667,463.55887,.98580372,310
WLD_2006_PISA,PISA,2006,FRA,8,score_pisa_math,math,7,.06666667,481.48575,1.0267938,315
WLD_2006_PISA,PISA,2006,FRA,8,score_pisa_math,math,8,.06666667,499.07629,1.0663981,314
WLD_2006_PISA,PISA,2006,FRA,8,score_pisa_math,math,9,.06666667,516.12964,.73905826,314
WLD_2006_PISA,PISA,2006,FRA,8,score_pisa_math,math,10,.06666667,532.52466,.83450812,321
WLD_2006_PISA,PISA,2006,FRA,8,score_pisa_math,math,11,.06666667,550.45343,.80788773,319
WLD_2006_PISA,PISA,2006,FRA,8,score_pisa_math,math,12,.06666667,569.94318,1.1814405,320
WLD_2006_PISA,PISA,2006,FRA,8,score_pisa_math,math,13,.06666667,591.62427,.88633657,313
WLD_2006_PISA,PISA,2006,FRA,8,score_pisa_math,math,14,.06666667,618.15594,1.0451576,319
WLD_2006_PISA,PISA,2006,FRA,8,score_pisa_math,math,15,.06666667,668.05981,2.7714808,317
WLD_2006_PISA,PISA,2006,FRA,8,score_pisa_read,read,0,1,487.70624,4.0644088,4716
WLD_2006_PISA,PISA,2006,FRA,8,score_pisa_read,read,1,.06666667,263.28287,4.1644759,308
WLD_2006_PISA,PISA,2006,FRA,8,score_pisa_read,read,2,.06666667,344.75446,1.5813164,312
WLD_2006_PISA,PISA,2006,FRA,8,score_pisa_read,read,3,.06666667,383.66812,.84388286,308
WLD_2006_PISA,PISA,2006,FRA,8,score_pisa_read,read,4,.06666667,413.87357,.74723387,310
WLD_2006_PISA,PISA,2006,FRA,8,score_pisa_read,read,5,.06666667,439.20471,1.0486618,312
WLD_2006_PISA,PISA,2006,FRA,8,score_pisa_read,read,6,.06666667,461.35541,1.3605332,317
WLD_2006_PISA,PISA,2006,FRA,8,score_pisa_read,read,7,.06666667,480.88309,1.0139285,314
WLD_2006_PISA,PISA,2006,FRA,8,score_pisa_read,read,8,.06666667,499.09814,1.3928159,318
WLD_2006_PISA,PISA,2006,FRA,8,score_pisa_read,read,9,.06666667,516.25287,1.2121378,321
WLD_2006_PISA,PISA,2006,FRA,8,score_pisa_read,read,10,.06666667,533.41437,1.2521163,314
WLD_2006_PISA,PISA,2006,FRA,8,score_pisa_read,read,11,.06666667,550.26874,1.3015796,311
WLD_2006_PISA,PISA,2006,FRA,8,score_pisa_read,read,12,.06666667,568.35217,1.1632386,319
WLD_2006_PISA,PISA,2006,FRA,8,score_pisa_read,read,13,.06666667,588.69421,.55026555,319
WLD_2006_PISA,PISA,2006,FRA,8,score_pisa_read,read,14,.06666667,613.69867,1.727252,319
WLD_2006_PISA,PISA,2006,FRA,8,score_pisa_read,read,15,.06666667,658.16046,2.31444,314
WLD_2006_PISA,PISA,2006,FRA,8,score_pisa_science,science,0,1,495.21985,3.3602648,4716
WLD_2006_PISA,PISA,2006,FRA,8,score_pisa_science,science,1,.06666667,292.40329,2.6411331,308
WLD_2006_PISA,PISA,2006,FRA,8,score_pisa_science,science,2,.06666667,358.27179,1.2801318,310
WLD_2006_PISA,PISA,2006,FRA,8,score_pisa_science,science,3,.06666667,391.6171,1.2468781,310
WLD_2006_PISA,PISA,2006,FRA,8,score_pisa_science,science,4,.06666667,417.59024,1.6452315,311
WLD_2006_PISA,PISA,2006,FRA,8,score_pisa_science,science,5,.06666667,440.94067,1.0478989,311
WLD_2006_PISA,PISA,2006,FRA,8,score_pisa_science,science,6,.06666667,462.27243,1.0303113,313
WLD_2006_PISA,PISA,2006,FRA,8,score_pisa_science,science,7,.06666667,482.15808,1.0651938,314
WLD_2006_PISA,PISA,2006,FRA,8,score_pisa_science,science,8,.06666667,501.22455,.64438999,319
WLD_2006_PISA,PISA,2006,FRA,8,score_pisa_science,science,9,.06666667,519.52881,.41556531,314
WLD_2006_PISA,PISA,2006,FRA,8,score_pisa_science,science,10,.06666667,537.46161,1.2078438,321
WLD_2006_PISA,PISA,2006,FRA,8,score_pisa_science,science,11,.06666667,555.36176,1.2176198,318
WLD_2006_PISA,PISA,2006,FRA,8,score_pisa_science,science,12,.06666667,574.50189,1.4593074,320
WLD_2006_PISA,PISA,2006,FRA,8,score_pisa_science,science,13,.06666667,596.13776,1.0538845,316
WLD_2006_PISA,PISA,2006,FRA,8,score_pisa_science,science,14,.06666667,623.73529,1.3717872,316
WLD_2006_PISA,PISA,2006,FRA,8,score_pisa_science,science,15,.06666667,674.53833,1.9588318,315
WLD_2006_PISA,PISA,2006,GBR,8,score_pisa_math,math,0,1,495.44415,2.1427343,13152
WLD_2006_PISA,PISA,2006,GBR,8,score_pisa_math,math,1,.06666667,324.07529,3.1743739,784
WLD_2006_PISA,PISA,2006,GBR,8,score_pisa_math,math,2,.06666667,380.95413,1.4391465,854
WLD_2006_PISA,PISA,2006,GBR,8,score_pisa_math,math,3,.06666667,409.24866,.86819488,912
WLD_2006_PISA,PISA,2006,GBR,8,score_pisa_math,math,4,.06666667,429.87659,.86204708,903
WLD_2006_PISA,PISA,2006,GBR,8,score_pisa_math,math,5,.06666667,447.42029,1.3052058,879
WLD_2006_PISA,PISA,2006,GBR,8,score_pisa_math,math,6,.06666667,464.35416,.75785422,832
WLD_2006_PISA,PISA,2006,GBR,8,score_pisa_math,math,7,.06666667,479.51547,.77207637,869
WLD_2006_PISA,PISA,2006,GBR,8,score_pisa_math,math,8,.06666667,494.42789,1.2555686,888
WLD_2006_PISA,PISA,2006,GBR,8,score_pisa_math,math,9,.06666667,509.62259,1.3901465,909
WLD_2006_PISA,PISA,2006,GBR,8,score_pisa_math,math,10,.06666667,525.40967,.68470466,889
WLD_2006_PISA,PISA,2006,GBR,8,score_pisa_math,math,11,.06666667,542.26257,.59313184,869
WLD_2006_PISA,PISA,2006,GBR,8,score_pisa_math,math,12,.06666667,561.68445,.81724817,924
WLD_2006_PISA,PISA,2006,GBR,8,score_pisa_math,math,13,.06666667,584.0097,.97359902,888
WLD_2006_PISA,PISA,2006,GBR,8,score_pisa_math,math,14,.06666667,612.57538,.84425277,870
WLD_2006_PISA,PISA,2006,GBR,8,score_pisa_math,math,15,.06666667,665.79218,2.5822062,882
WLD_2006_PISA,PISA,2006,GBR,8,score_pisa_read,read,0,1,495.0835,2.2551868,13152
WLD_2006_PISA,PISA,2006,GBR,8,score_pisa_read,read,1,.06666667,283.66324,3.5743136,846
WLD_2006_PISA,PISA,2006,GBR,8,score_pisa_read,read,2,.06666667,358.29132,1.1712624,879
WLD_2006_PISA,PISA,2006,GBR,8,score_pisa_read,read,3,.06666667,396.29337,1.3955237,889
WLD_2006_PISA,PISA,2006,GBR,8,score_pisa_read,read,4,.06666667,424.41809,.92997324,843
WLD_2006_PISA,PISA,2006,GBR,8,score_pisa_read,read,5,.06666667,445.98392,1.4416711,895
WLD_2006_PISA,PISA,2006,GBR,8,score_pisa_read,read,6,.06666667,465.50891,1.0964019,918
WLD_2006_PISA,PISA,2006,GBR,8,score_pisa_read,read,7,.06666667,484.13351,.48151001,899
WLD_2006_PISA,PISA,2006,GBR,8,score_pisa_read,read,8,.06666667,501.01654,.67380893,912
WLD_2006_PISA,PISA,2006,GBR,8,score_pisa_read,read,9,.06666667,517.46906,.85732991,795
WLD_2006_PISA,PISA,2006,GBR,8,score_pisa_read,read,10,.06666667,534.17413,.73619497,877
WLD_2006_PISA,PISA,2006,GBR,8,score_pisa_read,read,11,.06666667,551.78375,.75007749,854
WLD_2006_PISA,PISA,2006,GBR,8,score_pisa_read,read,12,.06666667,570.91479,.6868934,883
WLD_2006_PISA,PISA,2006,GBR,8,score_pisa_read,read,13,.06666667,592.74536,1.1268438,921
WLD_2006_PISA,PISA,2006,GBR,8,score_pisa_read,read,14,.06666667,621.60956,1.7527417,895
WLD_2006_PISA,PISA,2006,GBR,8,score_pisa_read,read,15,.06666667,677.81213,2.4148281,846
WLD_2006_PISA,PISA,2006,GBR,8,score_pisa_science,science,0,1,514.77356,2.2890112,13152
WLD_2006_PISA,PISA,2006,GBR,8,score_pisa_science,science,1,.06666667,303.90179,3.4349341,852
WLD_2006_PISA,PISA,2006,GBR,8,score_pisa_science,science,2,.06666667,374.80179,1.332917,880
WLD_2006_PISA,PISA,2006,GBR,8,score_pisa_science,science,3,.06666667,408.92734,1.1116605,910
WLD_2006_PISA,PISA,2006,GBR,8,score_pisa_science,science,4,.06666667,435.08167,1.1450214,843
WLD_2006_PISA,PISA,2006,GBR,8,score_pisa_science,science,5,.06666667,457.10455,1.2860795,878
WLD_2006_PISA,PISA,2006,GBR,8,score_pisa_science,science,6,.06666667,478.07233,1.0931697,908
WLD_2006_PISA,PISA,2006,GBR,8,score_pisa_science,science,7,.06666667,498.78986,.7704258,931
WLD_2006_PISA,PISA,2006,GBR,8,score_pisa_science,science,8,.06666667,517.63544,.50355303,859
WLD_2006_PISA,PISA,2006,GBR,8,score_pisa_science,science,9,.06666667,536.4173,.80465204,883
WLD_2006_PISA,PISA,2006,GBR,8,score_pisa_science,science,10,.06666667,555.45258,.54279602,924
WLD_2006_PISA,PISA,2006,GBR,8,score_pisa_science,science,11,.06666667,574.8952,.60326099,890
WLD_2006_PISA,PISA,2006,GBR,8,score_pisa_science,science,12,.06666667,596.04645,1.1504698,814
WLD_2006_PISA,PISA,2006,GBR,8,score_pisa_science,science,13,.06666667,620.87683,1.0698782,830
WLD_2006_PISA,PISA,2006,GBR,8,score_pisa_science,science,14,.06666667,652.7572,1.5402558,878
WLD_2006_PISA,PISA,2006,GBR,8,score_pisa_science,science,15,.06666667,710.3526,2.1582685,872
WLD_2006_PISA,PISA,2006,GRC,8,score_pisa_math,math,0,1,459.202,2.9681959,4873
WLD_2006_PISA,PISA,2006,GRC,8,score_pisa_math,math,1,.06666667,270.52728,6.7600584,298
WLD_2006_PISA,PISA,2006,GRC,8,score_pisa_math,math,2,.06666667,340.55377,1.7466556,313
WLD_2006_PISA,PISA,2006,GRC,8,score_pisa_math,math,3,.06666667,371.5545,1.8381264,318
WLD_2006_PISA,PISA,2006,GRC,8,score_pisa_math,math,4,.06666667,393.94553,.86671877,317
WLD_2006_PISA,PISA,2006,GRC,8,score_pisa_math,math,5,.06666667,413.31436,1.0569454,327
WLD_2006_PISA,PISA,2006,GRC,8,score_pisa_math,math,6,.06666667,430.44232,1.657552,322
WLD_2006_PISA,PISA,2006,GRC,8,score_pisa_math,math,7,.06666667,446.32748,1.5015401,327
WLD_2006_PISA,PISA,2006,GRC,8,score_pisa_math,math,8,.06666667,461.38998,.94104129,322
WLD_2006_PISA,PISA,2006,GRC,8,score_pisa_math,math,9,.06666667,476.48859,1.2019483,321
WLD_2006_PISA,PISA,2006,GRC,8,score_pisa_math,math,10,.06666667,492.21295,1.1077156,326
WLD_2006_PISA,PISA,2006,GRC,8,score_pisa_math,math,11,.06666667,508.59253,1.4426023,336
WLD_2006_PISA,PISA,2006,GRC,8,score_pisa_math,math,12,.06666667,526.55499,1.8134717,333
WLD_2006_PISA,PISA,2006,GRC,8,score_pisa_math,math,13,.06666667,548.17029,2.4031692,337
WLD_2006_PISA,PISA,2006,GRC,8,score_pisa_math,math,14,.06666667,576.02637,1.3692127,326
WLD_2006_PISA,PISA,2006,GRC,8,score_pisa_math,math,15,.06666667,631.25269,2.0838675,350
WLD_2006_PISA,PISA,2006,GRC,8,score_pisa_read,read,0,1,459.71118,4.0439911,4873
WLD_2006_PISA,PISA,2006,GRC,8,score_pisa_read,read,1,.06666667,234.72897,4.2106051,309
WLD_2006_PISA,PISA,2006,GRC,8,score_pisa_read,read,2,.06666667,320.01846,1.4053644,322
WLD_2006_PISA,PISA,2006,GRC,8,score_pisa_read,read,3,.06666667,361.465,1.2970058,317
WLD_2006_PISA,PISA,2006,GRC,8,score_pisa_read,read,4,.06666667,391.39902,1.1661196,310
WLD_2006_PISA,PISA,2006,GRC,8,score_pisa_read,read,5,.06666667,414.61481,.90831429,315
WLD_2006_PISA,PISA,2006,GRC,8,score_pisa_read,read,6,.06666667,434.54413,1.1318648,324
WLD_2006_PISA,PISA,2006,GRC,8,score_pisa_read,read,7,.06666667,452.78543,1.1297169,329
WLD_2006_PISA,PISA,2006,GRC,8,score_pisa_read,read,8,.06666667,469.5051,1.4967734,322
WLD_2006_PISA,PISA,2006,GRC,8,score_pisa_read,read,9,.06666667,486.00232,1.4666547,334
WLD_2006_PISA,PISA,2006,GRC,8,score_pisa_read,read,10,.06666667,502.02151,1.1604923,325
WLD_2006_PISA,PISA,2006,GRC,8,score_pisa_read,read,11,.06666667,517.73376,.99940133,331
WLD_2006_PISA,PISA,2006,GRC,8,score_pisa_read,read,12,.06666667,535.63611,1.0447731,331
WLD_2006_PISA,PISA,2006,GRC,8,score_pisa_read,read,13,.06666667,556.69434,.68656373,328
WLD_2006_PISA,PISA,2006,GRC,8,score_pisa_read,read,14,.06666667,583.19348,.6112929,335
WLD_2006_PISA,PISA,2006,GRC,8,score_pisa_read,read,15,.06666667,634.65131,1.8621197,341
WLD_2006_PISA,PISA,2006,GRC,8,score_pisa_science,science,0,1,473.37796,3.2309208,4873
WLD_2006_PISA,PISA,2006,GRC,8,score_pisa_science,science,1,.06666667,284.73538,5.1891789,295
WLD_2006_PISA,PISA,2006,GRC,8,score_pisa_science,science,2,.06666667,352.21927,2.278595,314
WLD_2006_PISA,PISA,2006,GRC,8,score_pisa_science,science,3,.06666667,383.76913,1.296602,312
WLD_2006_PISA,PISA,2006,GRC,8,score_pisa_science,science,4,.06666667,407.09628,1.6112229,316
WLD_2006_PISA,PISA,2006,GRC,8,score_pisa_science,science,5,.06666667,427.54504,1.0890186,326
WLD_2006_PISA,PISA,2006,GRC,8,score_pisa_science,science,6,.06666667,445.75427,1.3063071,322
WLD_2006_PISA,PISA,2006,GRC,8,score_pisa_science,science,7,.06666667,461.60898,1.3924924,324
WLD_2006_PISA,PISA,2006,GRC,8,score_pisa_science,science,8,.06666667,477.17474,1.3106802,330
WLD_2006_PISA,PISA,2006,GRC,8,score_pisa_science,science,9,.06666667,492.59787,1.4943537,326
WLD_2006_PISA,PISA,2006,GRC,8,score_pisa_science,science,10,.06666667,508.10858,1.6679499,328
WLD_2006_PISA,PISA,2006,GRC,8,score_pisa_science,science,11,.06666667,524.65662,.99050331,329
WLD_2006_PISA,PISA,2006,GRC,8,score_pisa_science,science,12,.06666667,541.85828,.86973912,343
WLD_2006_PISA,PISA,2006,GRC,8,score_pisa_science,science,13,.06666667,562.22974,1.3224769,330
WLD_2006_PISA,PISA,2006,GRC,8,score_pisa_science,science,14,.06666667,589.19897,1.6009644,328
WLD_2006_PISA,PISA,2006,GRC,8,score_pisa_science,science,15,.06666667,641.6228,2.4522734,350
WLD_2006_PISA,PISA,2006,HKG,8,score_pisa_math,math,0,1,547.46069,2.6696153,4645
WLD_2006_PISA,PISA,2006,HKG,8,score_pisa_math,math,1,.06666667,355.66809,4.0671844,281
WLD_2006_PISA,PISA,2006,HKG,8,score_pisa_math,math,2,.06666667,421.85129,2.3638763,292
WLD_2006_PISA,PISA,2006,HKG,8,score_pisa_math,math,3,.06666667,455.54553,2.0363533,294
WLD_2006_PISA,PISA,2006,HKG,8,score_pisa_math,math,4,.06666667,480.53644,1.8111327,296
WLD_2006_PISA,PISA,2006,HKG,8,score_pisa_math,math,5,.06666667,501.16278,1.4080393,299
WLD_2006_PISA,PISA,2006,HKG,8,score_pisa_math,math,6,.06666667,519.16241,1.3054224,314
WLD_2006_PISA,PISA,2006,HKG,8,score_pisa_math,math,7,.06666667,536.14429,.84191763,310
WLD_2006_PISA,PISA,2006,HKG,8,score_pisa_math,math,8,.06666667,551.87561,.67444587,312
WLD_2006_PISA,PISA,2006,HKG,8,score_pisa_math,math,9,.06666667,567.68518,.67998403,309
WLD_2006_PISA,PISA,2006,HKG,8,score_pisa_math,math,10,.06666667,583.58154,1.2705433,323
WLD_2006_PISA,PISA,2006,HKG,8,score_pisa_math,math,11,.06666667,600.59369,1.1898766,317
WLD_2006_PISA,PISA,2006,HKG,8,score_pisa_math,math,12,.06666667,618.92236,.88876349,313
WLD_2006_PISA,PISA,2006,HKG,8,score_pisa_math,math,13,.06666667,640.27344,1.3821437,324
WLD_2006_PISA,PISA,2006,HKG,8,score_pisa_math,math,14,.06666667,665.39484,1.3461587,328
WLD_2006_PISA,PISA,2006,HKG,8,score_pisa_math,math,15,.06666667,712.82129,2.5675204,333
WLD_2006_PISA,PISA,2006,HKG,8,score_pisa_read,read,0,1,536.06555,2.422652,4645
WLD_2006_PISA,PISA,2006,HKG,8,score_pisa_read,read,1,.06666667,361.8295,3.2636993,281
WLD_2006_PISA,PISA,2006,HKG,8,score_pisa_read,read,2,.06666667,425.53601,1.9063091,295
WLD_2006_PISA,PISA,2006,HKG,8,score_pisa_read,read,3,.06666667,455.84882,1.2144904,302
WLD_2006_PISA,PISA,2006,HKG,8,score_pisa_read,read,4,.06666667,478.9549,.93868458,301
WLD_2006_PISA,PISA,2006,HKG,8,score_pisa_read,read,5,.06666667,498.01825,.78474855,303
WLD_2006_PISA,PISA,2006,HKG,8,score_pisa_read,read,6,.06666667,514.39661,.87563825,307
WLD_2006_PISA,PISA,2006,HKG,8,score_pisa_read,read,7,.06666667,528.73712,.59120303,314
WLD_2006_PISA,PISA,2006,HKG,8,score_pisa_read,read,8,.06666667,542.41132,.96371418,302
WLD_2006_PISA,PISA,2006,HKG,8,score_pisa_read,read,9,.06666667,555.91644,.9338426,320
WLD_2006_PISA,PISA,2006,HKG,8,score_pisa_read,read,10,.06666667,569.51733,.67780828,319
WLD_2006_PISA,PISA,2006,HKG,8,score_pisa_read,read,11,.06666667,583.42401,1.2219957,313
WLD_2006_PISA,PISA,2006,HKG,8,score_pisa_read,read,12,.06666667,597.74768,.9672541,316
WLD_2006_PISA,PISA,2006,HKG,8,score_pisa_read,read,13,.06666667,614.48303,.83395636,317
WLD_2006_PISA,PISA,2006,HKG,8,score_pisa_read,read,14,.06666667,636.18335,1.0308816,326
WLD_2006_PISA,PISA,2006,HKG,8,score_pisa_read,read,15,.06666667,677.4433,1.6921078,329
WLD_2006_PISA,PISA,2006,HKG,8,score_pisa_science,science,0,1,542.21136,2.4733157,4645
WLD_2006_PISA,PISA,2006,HKG,8,score_pisa_science,science,1,.06666667,352.09152,3.5911539,281
WLD_2006_PISA,PISA,2006,HKG,8,score_pisa_science,science,2,.06666667,416.83932,1.8204099,292
