year,countrycode,subgroup,total,male,urban,m_early,m_end,subject,indicator
2013,COL,all,4426,2216,2735,519.10376,.417335,read,fgt1
2013,COL,all,4426,2216,2735,519.10376,525.57269,read,score
2013,COL,all,4426,2216,2735,519.10376,.44726211,read,fgt0
2013,COL,all,4426,2216,2735,519.10376,.55273789,read,hpro
2013,COL,all,4426,2216,2735,519.10376,.19623829,read,fgt2
2013,COL,all,4426,2216,2735,,526.50415,science,score
2013,COL,male=0,4102,1931,2584,519.85425,,math,score
2013,COL,male=0,4426,2216,2735,519.85425,505.63312,math,score
2013,COL,male=0,4102,1931,2584,526.73212,,read,score
2013,COL,male=0,4426,2216,2735,526.73212,529.47546,read,score
2013,COL,male=0,4426,2216,2735,526.73212,.19160996,read,fgt2
2013,COL,male=0,4426,2216,2735,526.73212,.41159162,read,fgt1
2013,COL,male=0,4426,2216,2735,526.73212,.43220037,read,fgt0
2013,COL,male=0,4426,2216,2735,526.73212,.56779963,read,hpro
2013,COL,male=0,4426,2216,2735,,524.16431,science,score
2013,COL,male=1,4102,1931,2584,517.8656,,math,score
2013,COL,male=1,4426,2216,2735,517.8656,522.87701,math,score
2013,COL,male=1,4102,1931,2584,513.07349,,read,score
2013,COL,male=1,4426,2216,2735,513.07349,.42062208,read,fgt1
2013,COL,male=1,4426,2216,2735,513.07349,522.62097,read,score
2013,COL,male=1,4426,2216,2735,513.07349,.54136777,read,hpro
2013,COL,male=1,4426,2216,2735,513.07349,.45863223,read,fgt0
2013,COL,male=1,4426,2216,2735,513.07349,.19863528,read,fgt2
2013,COL,male=1,4426,2216,2735,,528.96515,science,score
2013,COL,urban=0,4102,1931,2584,489.57962,,math,score
2013,COL,urban=0,4426,2216,2735,489.57962,486.31927,math,score
2013,COL,urban=0,4102,1931,2584,491.40445,,read,score
2013,COL,urban=0,4426,2216,2735,491.40445,.42178866,read,fgt1
2013,COL,urban=0,4426,2216,2735,491.40445,.20059416,read,fgt2
2013,COL,urban=0,4426,2216,2735,491.40445,.38576782,read,hpro
2013,COL,urban=0,4426,2216,2735,491.40445,496.23825,read,score
2013,COL,urban=0,4426,2216,2735,491.40445,.61423218,read,fgt0
2013,COL,urban=0,4426,2216,2735,,508.3143,science,score
2013,COL,urban=1,4102,1931,2584,529.80481,,math,score
2013,COL,urban=1,4426,2216,2735,529.80481,521.61707,math,score
2013,COL,urban=1,4102,1931,2584,529.44891,,read,score
2013,COL,urban=1,4426,2216,2735,529.44891,532.73401,read,score
2013,COL,urban=1,4426,2216,2735,529.44891,.19463149,read,fgt2
2013,COL,urban=1,4426,2216,2735,529.44891,.59350002,read,hpro
2013,COL,urban=1,4426,2216,2735,529.44891,.41569212,read,fgt1
2013,COL,urban=1,4426,2216,2735,529.44891,.40649998,read,fgt0
2013,COL,urban=1,4426,2216,2735,,530.94482,science,score
2013,CRI,all,3498,1772,3220,557.52118,,math,score
2013,CRI,all,3557,1764,3246,557.52118,535.1889,math,score
2013,CRI,all,3498,1772,3220,542.82703,,read,score
2013,CRI,all,3557,1764,3246,542.82703,.31704283,read,fgt0
2013,CRI,all,3557,1764,3246,542.82703,.39063871,read,fgt1
2013,CRI,all,3557,1764,3246,542.82703,545.49585,read,score
2013,CRI,all,3557,1764,3246,542.82703,.16841649,read,fgt2
2013,CRI,all,3557,1764,3246,542.82703,.68295717,read,hpro
2013,CRI,all,3557,1764,3246,,546.26569,science,score
2013,CRI,male=0,3498,1772,3220,555.42017,,math,score
2013,CRI,male=0,3557,1764,3246,555.42017,530.30908,math,score
2013,CRI,male=0,3498,1772,3220,546.66455,,read,score
2013,CRI,male=0,3557,1764,3246,546.66455,.16559029,read,fgt2
2013,CRI,male=0,3557,1764,3246,546.66455,.69744986,read,hpro
2013,CRI,male=0,3557,1764,3246,546.66455,547.88843,read,score
2013,CRI,male=0,3557,1764,3246,546.66455,.30255014,read,fgt0
2013,CRI,male=0,3557,1764,3246,546.66455,.38781253,read,fgt1
2013,CRI,male=0,3557,1764,3246,,543.28436,science,score
2013,CRI,male=1,3498,1772,3220,559.64185,,math,score
2013,CRI,male=1,3557,1764,3246,559.64185,540.66968,math,score
2013,CRI,male=1,3498,1772,3220,539.29626,,read,score
2013,CRI,male=1,3557,1764,3246,539.29626,543.56708,read,score
2013,CRI,male=1,3557,1764,3246,539.29626,.67160255,read,hpro
2013,CRI,male=1,3557,1764,3246,539.29626,.32839745,read,fgt0
2013,CRI,male=1,3557,1764,3246,539.29626,.39350399,read,fgt1
2013,CRI,male=1,3557,1764,3246,539.29626,.17128178,read,fgt2
2013,CRI,male=1,3557,1764,3246,,551.12689,science,score
2013,CRI,urban=0,3498,1772,3220,571.13855,,math,score
2013,CRI,urban=0,3557,1764,3246,571.13855,519.3114,math,score
2013,CRI,urban=0,3498,1772,3220,565.85406,,read,score
2013,CRI,urban=0,3557,1764,3246,565.85406,.21280438,read,fgt2
2013,CRI,urban=0,3557,1764,3246,565.85406,515.50055,read,score
2013,CRI,urban=0,3557,1764,3246,565.85406,.54464984,read,fgt0
2013,CRI,urban=0,3557,1764,3246,565.85406,.43502659,read,fgt1
2013,CRI,urban=0,3557,1764,3246,565.85406,.45535016,read,hpro
2013,CRI,urban=0,3557,1764,3246,,511.20282,science,score
2013,CRI,urban=1,3498,1772,3220,557.2478,,math,score
2013,CRI,urban=1,3557,1764,3246,557.2478,535.55042,math,score
2013,CRI,urban=1,3498,1772,3220,542.36444,,read,score
2013,CRI,urban=1,3557,1764,3246,542.36444,.3888422,read,fgt1
2013,CRI,urban=1,3557,1764,3246,542.36444,.31176972,read,fgt0
2013,CRI,urban=1,3557,1764,3246,542.36444,.68823028,read,hpro
2013,CRI,urban=1,3557,1764,3246,542.36444,.16661999,read,fgt2
2013,CRI,urban=1,3557,1764,3246,542.36444,546.1908,read,score
2013,CRI,urban=1,3557,1764,3246,,547.11017,science,score
2013,DOM,all,3864,1854,2501,448.02524,,math,score
2013,DOM,all,3697,1789,2413,448.02524,436.85443,math,score
2013,DOM,all,3864,1854,2501,454.02975,,read,score
2013,DOM,all,3697,1789,2413,454.02975,.27091572,read,fgt2
2013,DOM,all,3697,1789,2413,454.02975,.20618032,read,hpro
2013,DOM,all,3697,1789,2413,454.02975,.48931435,read,fgt1
2013,DOM,all,3697,1789,2413,454.02975,.79381967,read,fgt0
2013,DOM,all,3697,1789,2413,454.02975,455.93539,read,score
2013,DOM,all,3697,1789,2413,,443.74008,science,score
2013,DOM,male=0,3864,1854,2501,450.6554,,math,score
2013,DOM,male=0,3697,1789,2413,450.6554,435.02478,math,score
2013,DOM,male=0,3864,1854,2501,462.30008,,read,score
2013,DOM,male=0,3697,1789,2413,462.30008,.21877004,read,hpro
2013,DOM,male=0,3697,1789,2413,462.30008,461.54056,read,score
2013,DOM,male=0,3697,1789,2413,462.30008,.47538561,read,fgt1
2013,DOM,male=0,3697,1789,2413,462.30008,.78122997,read,fgt0
2013,DOM,male=0,3697,1789,2413,462.30008,.25789934,read,fgt2
2013,DOM,male=0,3697,1789,2413,,448.2276,science,score
2013,DOM,male=1,3864,1854,2501,446.02603,,math,score
2013,DOM,male=1,3697,1789,2413,446.02603,439.78662,math,score
2013,DOM,male=1,3864,1854,2501,446.61832,,read,score
2013,DOM,male=1,3697,1789,2413,446.61832,.50277698,read,fgt1
2013,DOM,male=1,3697,1789,2413,446.61832,450.43042,read,score
2013,DOM,male=1,3697,1789,2413,446.61832,.28347987,read,fgt2
2013,DOM,male=1,3697,1789,2413,446.61832,.19390374,read,hpro
2013,DOM,male=1,3697,1789,2413,446.61832,.80609626,read,fgt0
2013,DOM,male=1,3697,1789,2413,,440.8555,science,score
2013,DOM,urban=0,3864,1854,2501,444.80444,,math,score
2013,DOM,urban=0,3697,1789,2413,444.80444,423.60101,math,score
2013,DOM,urban=0,3864,1854,2501,452.34119,,read,score
2013,DOM,urban=0,3697,1789,2413,452.34119,.3042585,read,fgt2
2013,DOM,urban=0,3697,1789,2413,452.34119,.52087885,read,fgt1
2013,DOM,urban=0,3697,1789,2413,452.34119,439.42828,read,score
2013,DOM,urban=0,3697,1789,2413,452.34119,.85470873,read,fgt0
2013,DOM,urban=0,3697,1789,2413,452.34119,.14529125,read,hpro
2013,DOM,urban=0,3697,1789,2413,,430.15088,science,score
2013,DOM,urban=1,3864,1854,2501,449.27081,,math,score
2013,DOM,urban=1,3697,1789,2413,449.27081,441.43491,math,score
2013,DOM,urban=1,3864,1854,2501,454.69019,,read,score
2013,DOM,urban=1,3697,1789,2413,454.69019,.77273715,read,fgt0
2013,DOM,urban=1,3697,1789,2413,454.69019,.47722593,read,fgt1
2013,DOM,urban=1,3697,1789,2413,454.69019,.25814629,read,fgt2
2013,DOM,urban=1,3697,1789,2413,454.69019,461.65091,read,score
2013,DOM,urban=1,3697,1789,2413,454.69019,.22726287,read,hpro
2013,DOM,urban=1,3697,1789,2413,,448.57053,science,score
2013,ECU,all,4714,2427,3452,524.16815,,math,score
2013,ECU,all,4887,2617,3572,524.16815,513.12305,math,score
2013,ECU,all,4714,2427,3452,508.43274,,read,score
2013,ECU,all,4887,2617,3572,508.43274,.46284077,read,fgt1
2013,ECU,all,4887,2617,3572,508.43274,490.69516,read,score
2013,ECU,all,4887,2617,3572,508.43274,.24330445,read,fgt2
2013,ECU,all,4887,2617,3572,508.43274,.37931317,read,hpro
2013,ECU,all,4887,2617,3572,508.43274,.62068683,read,fgt0
2013,ECU,all,4887,2617,3572,,510.45181,science,score
2013,ECU,male=0,4714,2427,3452,522.19672,,math,score
2013,ECU,male=0,4887,2617,3572,522.19672,507.70313,math,score
2013,ECU,male=0,4714,2427,3452,508.58005,,read,score
2013,ECU,male=0,4887,2617,3572,508.58005,492.5256,read,score
2013,ECU,male=0,4887,2617,3572,508.58005,.6205318,read,fgt0
2013,ECU,male=0,4887,2617,3572,508.58005,.3794682,read,hpro
2013,ECU,male=0,4887,2617,3572,508.58005,.23327106,read,fgt2
2013,ECU,male=0,4887,2617,3572,508.58005,.45472452,read,fgt1
2013,ECU,male=0,4887,2617,3572,,508.46255,science,score
2013,ECU,male=1,4714,2427,3452,525.5907,,math,score
2013,ECU,male=1,4887,2617,3572,525.5907,518.04895,math,score
2013,ECU,male=1,4714,2427,3452,509.37411,,read,score
2013,ECU,male=1,4887,2617,3572,509.37411,.37825572,read,hpro
2013,ECU,male=1,4887,2617,3572,509.37411,.25182948,read,fgt2
2013,ECU,male=1,4887,2617,3572,509.37411,.46971431,read,fgt1
2013,ECU,male=1,4887,2617,3572,509.37411,489.02023,read,score
2013,ECU,male=1,4887,2617,3572,509.37411,.62174428,read,fgt0
2013,ECU,male=1,4887,2617,3572,,512.27136,science,score
2013,ECU,urban=0,4714,2427,3452,517.7641,,math,score
2013,ECU,urban=0,4887,2617,3572,517.7641,503.77884,math,score
2013,ECU,urban=0,4714,2427,3452,503.7818,,read,score
2013,ECU,urban=0,4887,2617,3572,503.7818,.27244735,read,fgt2
2013,ECU,urban=0,4887,2617,3572,503.7818,480.64178,read,score
2013,ECU,urban=0,4887,2617,3572,503.7818,.3379209,read,hpro
2013,ECU,urban=0,4887,2617,3572,503.7818,.48850921,read,fgt1
2013,ECU,urban=0,4887,2617,3572,503.7818,.6620791,read,fgt0
2013,ECU,urban=0,4887,2617,3572,,508.76755,science,score
2013,ECU,urban=1,4714,2427,3452,526.22192,,math,score
2013,ECU,urban=1,4887,2617,3572,526.22192,516.284,math,score
2013,ECU,urban=1,4714,2427,3452,509.99338,,read,score
2013,ECU,urban=1,4887,2617,3572,509.99338,.23255168,read,fgt2
2013,ECU,urban=1,4887,2617,3572,509.99338,.39330789,read,hpro
2013,ECU,urban=1,4887,2617,3572,509.99338,.60669208,read,fgt0
2013,ECU,urban=1,4887,2617,3572,509.99338,494.09418,read,score
2013,ECU,urban=1,4887,2617,3572,509.99338,.45336998,read,fgt1
2013,ECU,urban=1,4887,2617,3572,,511.02158,science,score
2013,GTM,all,4371,2172,1540,500.69095,,math,score
2013,GTM,all,4136,2024,1422,500.69095,487.97604,math,score
2013,GTM,all,4371,2172,1540,494.86139,,read,score
2013,GTM,all,4136,2024,1422,494.86139,.22397193,read,fgt2
2013,GTM,all,4136,2024,1422,494.86139,.63624406,read,fgt0
2013,GTM,all,4136,2024,1422,494.86139,.44366756,read,fgt1
2013,GTM,all,4136,2024,1422,494.86139,.36375591,read,hpro
2013,GTM,all,4136,2024,1422,494.86139,489.0282,read,score
2013,GTM,all,4136,2024,1422,,487.06137,science,score
2013,GTM,male=0,4371,2172,1540,498.05054,,math,score
2013,GTM,male=0,4136,2024,1422,498.05054,478.23468,math,score
2013,GTM,male=0,4371,2172,1540,494.20935,,read,score
2013,GTM,male=0,4136,2024,1422,494.20935,.21909463,read,fgt2
2013,GTM,male=0,4136,2024,1422,494.20935,.3549732,read,hpro
2013,GTM,male=0,4136,2024,1422,494.20935,487.95441,read,score
2013,GTM,male=0,4136,2024,1422,494.20935,.6450268,read,fgt0
2013,GTM,male=0,4136,2024,1422,494.20935,.43999055,read,fgt1
2013,GTM,male=0,4136,2024,1422,,484.02475,science,score
2013,GTM,male=1,4371,2172,1540,503.49176,,math,score
2013,GTM,male=1,4136,2024,1422,503.49176,498.16379,math,score
2013,GTM,male=1,4371,2172,1540,495.771,,read,score
2013,GTM,male=1,4136,2024,1422,495.771,.37274271,read,hpro
2013,GTM,male=1,4136,2024,1422,495.771,490.10455,read,score
2013,GTM,male=1,4136,2024,1422,495.771,.44754598,read,fgt1
2013,GTM,male=1,4136,2024,1422,495.771,.22909051,read,fgt2
2013,GTM,male=1,4136,2024,1422,495.771,.62725729,read,fgt0
2013,GTM,male=1,4136,2024,1422,,491.06607,science,score
2013,GTM,urban=0,4371,2172,1540,481.759,,math,score
2013,GTM,urban=0,4136,2024,1422,481.759,470.1853,math,score
2013,GTM,urban=0,4371,2172,1540,476.86978,,read,score
2013,GTM,urban=0,4136,2024,1422,476.86978,.23527937,read,fgt2
2013,GTM,urban=0,4136,2024,1422,476.86978,.45420456,read,fgt1
2013,GTM,urban=0,4136,2024,1422,476.86978,.74675167,read,fgt0
2013,GTM,urban=0,4136,2024,1422,476.86978,.25324833,read,hpro
2013,GTM,urban=0,4136,2024,1422,476.86978,469.42654,read,score
2013,GTM,urban=0,4136,2024,1422,,468.10635,science,score
2013,GTM,urban=1,4371,2172,1540,535.44196,,math,score
2013,GTM,urban=1,4136,2024,1422,535.44196,514.91925,math,score
2013,GTM,urban=1,4371,2172,1540,527.92151,,read,score
2013,GTM,urban=1,4136,2024,1422,527.92151,.53111398,read,hpro
2013,GTM,urban=1,4136,2024,1422,527.92151,.19669928,read,fgt2
2013,GTM,urban=1,4136,2024,1422,527.92151,.41825318,read,fgt1
2013,GTM,urban=1,4136,2024,1422,527.92151,.46888602,read,fgt0
2013,GTM,urban=1,4136,2024,1422,527.92151,518.71393,read,score
2013,GTM,urban=1,4136,2024,1422,,515.76776,science,score
2013,HND,all,3944,1938,1626,507.52353,,math,score
2013,HND,all,3939,1911,1762,507.52353,479.78864,math,score
2013,HND,all,3944,1938,1626,496.81067,,read,score
2013,HND,all,3939,1911,1762,496.81067,.45565897,read,fgt1
2013,HND,all,3939,1911,1762,496.81067,.30556303,read,hpro
2013,HND,all,3939,1911,1762,496.81067,.23567909,read,fgt2
2013,HND,all,3939,1911,1762,496.81067,479.18954,read,score
2013,HND,all,3939,1911,1762,496.81067,.69443697,read,fgt0
2013,HND,all,3939,1911,1762,,472.20264,science,score
2013,HND,male=0,3944,1938,1626,508.30627,,math,score
2013,HND,male=0,3939,1911,1762,508.30627,475.3324,math,score
2013,HND,male=0,3944,1938,1626,500.647,,read,score
2013,HND,male=0,3939,1911,1762,500.647,.32752582,read,hpro
2013,HND,male=0,3939,1911,1762,500.647,.44801006,read,fgt1
2013,HND,male=0,3939,1911,1762,500.647,.67247415,read,fgt0
2013,HND,male=0,3939,1911,1762,500.647,483.33057,read,score
2013,HND,male=0,3939,1911,1762,500.647,.2283728,read,fgt2
2013,HND,male=0,3939,1911,1762,,474.55014,science,score
2013,HND,male=1,3944,1938,1626,506.54684,,math,score
2013,HND,male=1,3939,1911,1762,506.54684,487.06345,math,score
2013,HND,male=1,3944,1938,1626,495.59924,,read,score
2013,HND,male=1,3939,1911,1762,495.59924,.2354556,read,fgt2
2013,HND,male=1,3939,1911,1762,495.59924,.28924727,read,hpro
2013,HND,male=1,3939,1911,1762,495.59924,.45687062,read,fgt1
2013,HND,male=1,3939,1911,1762,495.59924,.71075273,read,fgt0
2013,HND,male=1,3939,1911,1762,495.59924,477.16217,read,score
2013,HND,male=1,3939,1911,1762,,471.82458,science,score
2013,HND,urban=0,3944,1938,1626,502.45062,,math,score
2013,HND,urban=0,3939,1911,1762,502.45062,473.63757,math,score
2013,HND,urban=0,3944,1938,1626,489.49667,,read,score
2013,HND,urban=0,3939,1911,1762,489.49667,.24799556,read,fgt2
2013,HND,urban=0,3939,1911,1762,489.49667,464.79495,read,score
2013,HND,urban=0,3939,1911,1762,489.49667,.46823639,read,fgt1
2013,HND,urban=0,3939,1911,1762,489.49667,.23109031,read,hpro
2013,HND,urban=0,3939,1911,1762,489.49667,.76890969,read,fgt0
2013,HND,urban=0,3939,1911,1762,,460.7674,science,score
2013,HND,urban=1,3944,1938,1626,515.97937,,math,score
2013,HND,urban=1,3939,1911,1762,515.97937,489.2666,math,score
2013,HND,urban=1,3944,1938,1626,508.90414,,read,score
2013,HND,urban=1,3939,1911,1762,508.90414,.21042225,read,fgt2
2013,HND,urban=1,3939,1911,1762,508.90414,501.4313,read,score
2013,HND,urban=1,3939,1911,1762,508.90414,.57936549,read,fgt0
2013,HND,urban=1,3939,1911,1762,508.90414,.42986703,read,fgt1
2013,HND,urban=1,3939,1911,1762,508.90414,.42063454,read,hpro
2013,HND,urban=1,3939,1911,1762,,490.004,science,score
2013,MEX,all,3657,1774,2660,549.25989,,math,score
2013,MEX,all,3711,1815,2719,549.25989,565.76636,math,score
2013,MEX,all,3657,1774,2660,519.39111,,read,score
2013,MEX,all,3711,1815,2719,519.39111,.42247239,read,fgt1
2013,MEX,all,3711,1815,2719,519.39111,.57510018,read,hpro
2013,MEX,all,3711,1815,2719,519.39111,.42489982,read,fgt0
2013,MEX,all,3711,1815,2719,519.39111,.2013257,read,fgt2
2013,MEX,all,3711,1815,2719,519.39111,528.77063,read,score
2013,MEX,all,3711,1815,2719,,529.48352,science,score
2013,MEX,male=0,3657,1774,2660,550.69568,,math,score
2013,MEX,male=0,3711,1815,2719,550.69568,562.65765,math,score
2013,MEX,male=0,3657,1774,2660,524.2851,,read,score
2013,MEX,male=0,3711,1815,2719,524.2851,.42519194,read,fgt1
2013,MEX,male=0,3711,1815,2719,524.2851,.39606553,read,fgt0
2013,MEX,male=0,3711,1815,2719,524.2851,.60393447,read,hpro
2013,MEX,male=0,3711,1815,2719,524.2851,.2043619,read,fgt2
2013,MEX,male=0,3711,1815,2719,524.2851,531.79968,read,score
2013,MEX,male=0,3711,1815,2719,,530.5946,science,score
2013,MEX,male=1,3657,1774,2660,547.89386,,math,score
2013,MEX,male=1,3711,1815,2719,547.89386,570.73779,math,score
2013,MEX,male=1,3657,1774,2660,514.65314,,read,score
2013,MEX,male=1,3711,1815,2719,514.65314,.45231962,read,fgt0
2013,MEX,male=1,3711,1815,2719,514.65314,.19851227,read,fgt2
2013,MEX,male=1,3711,1815,2719,514.65314,.41992125,read,fgt1
2013,MEX,male=1,3711,1815,2719,514.65314,.54768038,read,hpro
2013,MEX,male=1,3711,1815,2719,514.65314,525.89941,read,score
2013,MEX,male=1,3711,1815,2719,,529.211,science,score
2013,MEX,urban=0,3657,1774,2660,524.53314,,math,score
2013,MEX,urban=0,3711,1815,2719,524.53314,535.74207,math,score
2013,MEX,urban=0,3657,1774,2660,495.60562,,read,score
2013,MEX,urban=0,3711,1815,2719,495.60562,.59721875,read,fgt0
2013,MEX,urban=0,3711,1815,2719,495.60562,493.89801,read,score
2013,MEX,urban=0,3711,1815,2719,495.60562,.23279673,read,fgt2
2013,MEX,urban=0,3711,1815,2719,495.60562,.40278122,read,hpro
2013,MEX,urban=0,3711,1815,2719,495.60562,.4543581,read,fgt1
2013,MEX,urban=0,3711,1815,2719,,499.91724,science,score
2013,MEX,urban=1,3657,1774,2660,557.51257,,math,score
2013,MEX,urban=1,3711,1815,2719,557.51257,574.94257,math,score
2013,MEX,urban=1,3657,1774,2660,527.2373,,read,score
2013,MEX,urban=1,3711,1815,2719,527.2373,.40686488,read,fgt1
2013,MEX,urban=1,3711,1815,2719,527.2373,539.41211,read,score
2013,MEX,urban=1,3711,1815,2719,527.2373,.18592118,read,fgt2
2013,MEX,urban=1,3711,1815,2719,527.2373,.62768358,read,hpro
2013,MEX,urban=1,3711,1815,2719,527.2373,.37231642,read,fgt0
2013,MEX,urban=1,3711,1815,2719,,538.45911,science,score
2013,NIC,all,3963,1931,1703,484.69879,,math,score
2013,NIC,all,3842,1686,1893,484.69879,462.31485,math,score
2013,NIC,all,3963,1931,1703,478.0145,,read,score
2013,NIC,all,3842,1686,1893,478.0145,.30687413,read,hpro
2013,NIC,all,3842,1686,1893,478.0145,.69312584,read,fgt0
2013,NIC,all,3842,1686,1893,478.0145,.2312063,read,fgt2
2013,NIC,all,3842,1686,1893,478.0145,478.95792,read,score
2013,NIC,all,3842,1686,1893,478.0145,.45159891,read,fgt1
2013,NIC,all,3842,1686,1893,,472.47064,science,score
2013,NIC,male=0,3963,1931,1703,480.25589,,math,score
2013,NIC,male=0,3842,1686,1893,480.25589,459.87454,math,score
2013,NIC,male=0,3963,1931,1703,479.52722,,read,score
2013,NIC,male=0,3842,1686,1893,479.52722,.22418608,read,fgt2
2013,NIC,male=0,3842,1686,1893,479.52722,.44499454,read,fgt1
2013,NIC,male=0,3842,1686,1893,479.52722,485.03275,read,score
2013,NIC,male=0,3842,1686,1893,479.52722,.65298784,read,fgt0
2013,NIC,male=0,3842,1686,1893,479.52722,.34701219,read,hpro
2013,NIC,male=0,3842,1686,1893,,473.94144,science,score
2013,NIC,male=1,3963,1931,1703,488.79593,,math,score
2013,NIC,male=1,3842,1686,1893,488.79593,466.84863,math,score
2013,NIC,male=1,3963,1931,1703,478.28244,,read,score
2013,NIC,male=1,3842,1686,1893,478.28244,.45850253,read,fgt1
2013,NIC,male=1,3842,1686,1893,478.28244,.23851967,read,fgt2
2013,NIC,male=1,3842,1686,1893,478.28244,.26502982,read,hpro
2013,NIC,male=1,3842,1686,1893,478.28244,472.42007,read,score
2013,NIC,male=1,3842,1686,1893,478.28244,.73497021,read,fgt0
2013,NIC,male=1,3842,1686,1893,,477.233,science,score
2013,NIC,urban=0,3963,1931,1703,478.72668,,math,score
2013,NIC,urban=0,3842,1686,1893,478.72668,450.04245,math,score
2013,NIC,urban=0,3963,1931,1703,467.89993,,read,score
2013,NIC,urban=0,3842,1686,1893,467.89993,.25051478,read,fgt2
2013,NIC,urban=0,3842,1686,1893,467.89993,.47038481,read,fgt1
2013,NIC,urban=0,3842,1686,1893,467.89993,.77905142,read,fgt0
2013,NIC,urban=0,3842,1686,1893,467.89993,.22094861,read,hpro
2013,NIC,urban=0,3842,1686,1893,467.89993,463.23254,read,score
2013,NIC,urban=0,3842,1686,1893,,457.40012,science,score
2013,NIC,urban=1,3963,1931,1703,492.66904,,math,score
2013,NIC,urban=1,3842,1686,1893,492.66904,473.93588,math,score
2013,NIC,urban=1,3963,1931,1703,491.42715,,read,score
2013,NIC,urban=1,3842,1686,1893,491.42715,.20799734,read,fgt2
2013,NIC,urban=1,3842,1686,1893,491.42715,493.80655,read,score
2013,NIC,urban=1,3842,1686,1893,491.42715,.38800916,read,hpro
2013,NIC,urban=1,3842,1686,1893,491.42715,.61199081,read,fgt0
2013,NIC,urban=1,3842,1686,1893,491.42715,.42901814,read,fgt1
2013,NIC,urban=1,3842,1686,1893,,486.56104,science,score
2013,PAN,all,3631,1734,1699,494.15051,,math,score
2013,PAN,all,3775,1679,1746,494.15051,461.48245,math,score
2013,PAN,all,3631,1734,1699,489.93073,,read,score
2013,PAN,all,3775,1679,1746,489.93073,482.63333,read,score
2013,PAN,all,3775,1679,1746,489.93073,.25241876,read,fgt2
2013,PAN,all,3775,1679,1746,489.93073,.46995154,read,fgt1
2013,PAN,all,3775,1679,1746,489.93073,.64085758,read,fgt0
2013,PAN,all,3775,1679,1746,489.93073,.35914245,read,hpro
2013,PAN,all,3775,1679,1746,,475.11475,science,score
2013,PAN,male=0,3631,1734,1699,497.45367,,math,score
2013,PAN,male=0,3775,1679,1746,497.45367,462.75424,math,score
2013,PAN,male=0,3631,1734,1699,494.0625,,read,score
2013,PAN,male=0,3775,1679,1746,494.0625,489.57385,read,score
2013,PAN,male=0,3775,1679,1746,494.0625,.38934165,read,hpro
2013,PAN,male=0,3775,1679,1746,494.0625,.46150282,read,fgt1
2013,PAN,male=0,3775,1679,1746,494.0625,.24336736,read,fgt2
2013,PAN,male=0,3775,1679,1746,494.0625,.61065835,read,fgt0
2013,PAN,male=0,3775,1679,1746,,482.85886,science,score
2013,PAN,male=1,3631,1734,1699,490.73846,,math,score
2013,PAN,male=1,3775,1679,1746,490.73846,460.59839,math,score
2013,PAN,male=1,3631,1734,1699,485.75641,,read,score
2013,PAN,male=1,3775,1679,1746,485.75641,475.1604,read,score
2013,PAN,male=1,3775,1679,1746,485.75641,.47928163,read,fgt1
2013,PAN,male=1,3775,1679,1746,485.75641,.26273337,read,fgt2
2013,PAN,male=1,3775,1679,1746,485.75641,.67576647,read,fgt0
2013,PAN,male=1,3775,1679,1746,485.75641,.3242335,read,hpro
2013,PAN,male=1,3775,1679,1746,,468.79883,science,score
2013,PAN,urban=0,3631,1734,1699,468.75134,,math,score
2013,PAN,urban=0,3775,1679,1746,468.75134,444.69678,math,score
2013,PAN,urban=0,3631,1734,1699,465.29181,,read,score
2013,PAN,urban=0,3775,1679,1746,465.29181,.50650537,read,fgt1
2013,PAN,urban=0,3775,1679,1746,465.29181,.75332367,read,fgt0
2013,PAN,urban=0,3775,1679,1746,465.29181,455.62082,read,score
2013,PAN,urban=0,3775,1679,1746,465.29181,.24667634,read,hpro
2013,PAN,urban=0,3775,1679,1746,465.29181,.29127562,read,fgt2
2013,PAN,urban=0,3775,1679,1746,,451.53653,science,score
2013,PAN,urban=1,3631,1734,1699,520.46204,,math,score
2013,PAN,urban=1,3775,1679,1746,520.46204,476.396,math,score
2013,PAN,urban=1,3631,1734,1699,515.3786,,read,score
2013,PAN,urban=1,3775,1679,1746,515.3786,506.79572,read,score
2013,PAN,urban=1,3775,1679,1746,515.3786,.20395432,read,fgt2
2013,PAN,urban=1,3775,1679,1746,515.3786,.42435959,read,fgt1
2013,PAN,urban=1,3775,1679,1746,515.3786,.45974216,read,hpro
2013,PAN,urban=1,3775,1679,1746,515.3786,.54025781,read,fgt0
2013,PAN,urban=1,3775,1679,1746,,496.06436,science,score
2013,PER,all,5117,2654,3398,532.74323,,math,score
2013,PER,all,4839,2413,3376,532.74323,527.24976,math,score
2013,PER,all,5117,2654,3398,521.38654,,read,score
2013,PER,all,4839,2413,3376,521.38654,.46304992,read,hpro
2013,PER,all,4839,2413,3376,521.38654,505.43854,read,score
2013,PER,all,4839,2413,3376,521.38654,.237891,read,fgt2
2013,PER,all,4839,2413,3376,521.38654,.45754912,read,fgt1
2013,PER,all,4839,2413,3376,521.38654,.53695011,read,fgt0
2013,PER,all,4839,2413,3376,,500.68311,science,score
2013,PER,male=0,5117,2654,3398,528.45203,,math,score
2013,PER,male=0,4839,2413,3376,528.45203,514.41736,math,score
2013,PER,male=0,5117,2654,3398,521.86871,,read,score
2013,PER,male=0,4839,2413,3376,521.86871,505.54837,read,score
